"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.duct","log2fold_change","Auc"
"1253","MRPS5","hurdle",0.000198902067584314,6.24687,6.843267,0.596397,0.546
"1230","MLLT3","hurdle",0.035868908931665,4.868801,5.643583,0.774781999999999,0.546
"1191","MBD2","hurdle",0.0138589406499762,4.352105,5.322748,0.970643,0.546
"1070","KPNA4","hurdle",0.00129343489045697,5.106141,6.092984,0.986843,0.546
"941","IFIT3","hurdle",0.0265472556789934,5.121796,6.123279,1.001483,0.546
"937","IER5L","hurdle",0.025677466023585,3.152504,4.248881,1.096377,0.546
"717","FBXO21","hurdle",0.0113811848535817,6.281187,6.820972,0.539785,0.546
"623","EMC6","hurdle",0.0169043684655369,5.356908,6.005663,0.648755,0.546
"197","B9D2","hurdle",0.121223899358226,3.973576,5.165291,1.191715,0.546
"147","ARHGEF5","hurdle",0.0356088130164373,3.264466,4.585023,1.320557,0.546
"129","APOL1","hurdle",0.0814154474494281,4.686984,5.298247,0.611263,0.546
"127","APOBEC3G","hurdle",0.0016149498976464,1.689726,3.778762,2.089036,0.546
"79","ALDH1B1","hurdle",0.000741377722478954,3.99994,6.027007,2.027067,0.546
"2301","ZNF503","hurdle",0.0347481414518147,5.451121,6.125679,0.674558,0.545
"1853","SNX10","hurdle",0.0126367458168671,5.400375,6.443364,1.042989,0.545
"1839","SLFN5","hurdle",0.140431994352349,5.218929,5.777017,0.558088,0.545
"1687","RYK","hurdle",0.00863881954494138,3.726347,4.876979,1.150632,0.545
"1655","RIPK4","hurdle",0.018821782444433,3.760749,4.739855,0.979106,0.545
"1557","PSORS1C1","hurdle",3.93459218304818e-05,0.3665775,3.6182393,3.2516618,0.545
"1427","PDE3A","hurdle",0.0624075885899741,4.282502,5.102206,0.819704,0.545
"1332","NMB","hurdle",0.106930207033975,5.39369,6.043196,0.649506,0.545
"675","FAM110C","hurdle",0.0675641010675971,3.316867,4.527278,1.210411,0.545
"655","ETHE1","hurdle",0.00256582363035594,5.635757,6.298995,0.663238,0.545
"546","DERL1","hurdle",0.0230092123436906,6.502416,7.010058,0.507642,0.545
"38","ADAMTS1","hurdle",0.0136490914693295,3.720454,5.171628,1.451174,0.545
"18","ACOT9","hurdle",0.142652154861282,4.880114,5.741778,0.861664,0.545
"12","ACAT2","hurdle",0.00317479327126089,5.598849,6.84499,1.246141,0.545
"2348","ZSCAN16","hurdle",0.0405308850759831,3.173531,4.376003,1.202472,0.544
"1921","STX7","hurdle",0.00867290510278455,5.540837,6.345396,0.804559,0.544
"1817","SLC38A3","hurdle",1.83105857781929e-05,-0.03017855,4.09605859,4.12623714,0.544
"1682","RSRC1","hurdle",0.107204453177352,5.213179,5.909511,0.696332,0.544
"1444","PECR","hurdle",0.0460358382153444,3.878902,4.851904,0.973002,0.544
"1419","PCDH9","hurdle",0.0496026838859449,4.083462,5.075928,0.992466,0.544
"1213","MEX3A","hurdle",0.000503476024274142,1.087135,3.731858,2.644723,0.544
"1121","LIPC","hurdle",0.00171932953789678,1.969301,4.580326,2.611025,0.544
"930","HYAL2","hurdle",0.0111528190778376,5.52928,6.464431,0.935151,0.544
"928","HUNK","hurdle",0.00538684058781225,1.953241,3.653189,1.699948,0.544
"915","HS3ST1","hurdle",0.00283892599326321,2.748629,5.014547,2.265918,0.544
"851","GSS","hurdle",0.00173390655874099,6.099421,6.891092,0.791671,0.544
"802","GDE1","hurdle",0.0162444653808264,6.409735,7.064348,0.654612999999999,0.544
"672","FAHD2A","hurdle",0.0966949809575064,4.34075,5.197035,0.856285,0.544
"612","EFTUD2","hurdle",0.0535672673841908,5.206724,5.937159,0.730435,0.544
"544","DENND2C","hurdle",0.000840393213755626,1.070652,3.632633,2.561981,0.544
"422","CHST4","hurdle",2.93999448389774e-10,-3.209993,4.253437,7.46343,0.544
"83","ALDH3B1","hurdle",0.0205197325883693,2.507155,4.096003,1.588848,0.544
"1912","STK38","hurdle",0.0708935571942617,4.435562,5.453515,1.017953,0.543
"1885","SPRR2A","hurdle",8.94537976800466e-07,-1.390335,4.859269,6.249604,0.543
"1829","SLC52A3","hurdle",1.24051996171775e-06,-1.413849,3.688383,5.102232,0.543
"1803","SLC25A29","hurdle",0.0133717438217284,4.273449,5.489424,1.215975,0.543
"1546","PROSER2","hurdle",0.000309566595204817,0.2810676,3.5335129,3.2524453,0.543
"1490","PLEKHA2","hurdle",0.0728110579701601,3.461041,4.529355,1.068314,0.543
"1309","NEDD9","hurdle",0.00839213792665827,4.483156,5.847777,1.364621,0.543
"1299","NCOA7","hurdle",0.104416145274222,6.567193,7.330786,0.763593,0.543
"1190","MB21D2","hurdle",0.0181432203264658,2.933324,4.288104,1.35478,0.543
"1175","MALT1","hurdle",0.0154526468413405,3.064402,4.33944,1.275038,0.543
"1150","LRRN4","hurdle",1.06160188331408e-06,-2.108511,3.72512,5.833631,0.543
"1049","KIFC3","hurdle",0.00817196060057115,5.427526,6.059682,0.632155999999999,0.543
"920","HSD3B7","hurdle",0.0193583617279682,4.474368,5.907696,1.433328,0.543
"857","GUCA2A","hurdle",9.88162385154891e-11,-3.031309,4.826885,7.858194,0.543
"753","FMNL2","hurdle",0.0180368603001211,3.3454,5.041856,1.696456,0.543
"746","FJX1","hurdle",0.00367696471089506,1.963091,3.622277,1.659186,0.543
"736","FGFR1OP","hurdle",0.0886940335220038,3.729771,4.71927,0.989499,0.543
"447","CLIC5","hurdle",1.71819744447535e-06,-0.230724,3.376433,3.607157,0.543
"429","CKS1B","hurdle",0.075371063935957,4.792727,5.465858,0.673131,0.543
"319","CASP6","hurdle",0.0183980354736451,4.866396,5.791398,0.925002,0.543
"273","C20orf24","hurdle",0.236201754125798,5.653865,6.181549,0.527684000000001,0.543
"29","ACTR3","hurdle",0.00207253564731111,7.154085,7.673257,0.519172,0.543
"2315","ZNF629","hurdle",0.0476556766530612,3.942225,5.050894,1.108669,0.542
"2268","ZNF208","hurdle",0.0110197752683176,2.832013,4.501545,1.669532,0.542
"2262","ZNF117","hurdle",0.0942181272298265,4.031248,4.768113,0.736865,0.542
"2142","TTC9","hurdle",0.0104048805248164,3.327371,4.91088,1.583509,0.542
"1932","SV2B","hurdle",1.00258238454014e-05,-0.7279017,3.341475,4.0693767,0.542
"1408","PARD3","hurdle",0.127182033016675,4.964914,5.568087,0.603173,0.542
"1245","MPP6","hurdle",0.192792735635836,5.41236,5.951119,0.538759000000001,0.542
"1158","LUZP1","hurdle",0.0683938746319604,4.873528,5.511718,0.63819,0.542
"1024","KCNS3","hurdle",0.00919506249968385,2.872796,4.205995,1.333199,0.542
"963","IL1B","hurdle",1.31358576738237e-06,-1.605484,3.875208,5.480692,0.542
"905","HN1L","hurdle",0.130954416916118,5.788813,6.322369,0.533556,0.542
"895","HLA-DQA1","hurdle",0.000504505374847606,1.357947,3.284429,1.926482,0.542
"686","FAM188B","hurdle",0.000482544116628583,0.1264386,2.3783187,2.2518801,0.542
"659","EVA1C","hurdle",0.0207375131852898,2.772084,4.244329,1.472245,0.542
"599","ECI1","hurdle",0.00151325756342117,5.810546,6.568529,0.757982999999999,0.542
"511","CYFIP1","hurdle",0.00607119789809548,5.914888,6.542075,0.627186999999999,0.542
"475","CRB3","hurdle",0.2064526050871,5.482849,5.998784,0.515935,0.542
"361","CD40","hurdle",0.21736240481341,4.947499,5.65295,0.705451,0.542
"15","ACO2","hurdle",0.0242994398184511,5.993796,6.54721,0.553414,0.542
"2286","ZNF320","hurdle",0.0301608798417185,3.6632,4.72272,1.05952,0.541
"2214","WDR72","hurdle",8.14235763428007e-05,-0.001560172,3.4770843,3.478644472,0.541
"2165","UGT2B17","hurdle",0.000391771082694507,1.174727,1.802459,0.627732,0.541
"2073","TNFRSF11B","hurdle",0.0360415797331255,3.732817,4.925239,1.192422,0.541
"1721","SDR42E1","hurdle",0.0216773123275967,3.540787,4.487886,0.947099,0.541
"1686","RTN4IP1","hurdle",0.0497063590903071,2.845222,4.181448,1.336226,0.541
"1547","PROX1","hurdle",0.018083201487548,5.531361,6.248928,0.717567,0.541
"1466","PIGS","hurdle",0.000508259031748305,6.228893,6.900674,0.671781,0.541
"1184","MARC2","hurdle",0.0728897200660248,3.404158,4.318591,0.914433,0.541
"968","IL27RA","hurdle",0.00868482453457085,2.366664,3.906585,1.539921,0.541
"758","FOXC1","hurdle",0.010498050802374,2.10996,3.806971,1.697011,0.541
"444","CLDN9","hurdle",0.0384586158422358,3.289452,4.778331,1.488879,0.541
"347","CCDC88B","hurdle",0.0352529041394271,3.327581,3.973457,0.645876,0.541
"217","BDKRB2","hurdle",0.0164855753197869,2.682807,4.176499,1.493692,0.541
"74","AKAP1","hurdle",0.0648600679532482,4.554479,5.364516,0.810037,0.541
"2109","TRIM5","hurdle",0.0880123091865174,3.939532,4.7837,0.844168,0.54
"2085","TOR4A","hurdle",0.00511176581203673,1.438286,3.338567,1.900281,0.54
"2067","TNFAIP3","hurdle",0.113487121082187,4.305631,4.921183,0.615552,0.54
"2025","TMEM120A","hurdle",0.0902001558362631,5.548703,6.170401,0.621698,0.54
"1785","SLC18B1","hurdle",0.0785884479845591,4.924956,5.618534,0.693578,0.54
"1693","S100A2","hurdle",0.00105092121131497,1.11998,3.818491,2.698511,0.54
"1642","RHBDF2","hurdle",0.0614818372160121,3.287817,4.193257,0.90544,0.54
"1601","RASAL1","hurdle",3.91101912446264e-08,-3.321928,3.750777,7.072705,0.54
"1541","PRKX","hurdle",0.0373990132780291,2.899254,4.440189,1.540935,0.54
"1468","PIK3C3","hurdle",0.0158046724366274,4.704679,5.724028,1.019349,0.54
"1382","ORAI1","hurdle",0.120529062165036,3.793396,4.496122,0.702726,0.54
"1375","ODC1","hurdle",0.00264629559693051,6.196076,6.831411,0.635335,0.54
"1271","MYH14","hurdle",0.0296272350352477,5.932234,6.739126,0.806891999999999,0.54
"1225","MIPEP","hurdle",0.032670534546938,3.91665,5.034548,1.117898,0.54
"1186","MARCH5","hurdle",0.00481589696944485,5.483259,6.491776,1.008517,0.54
"1146","LRRIQ1","hurdle",0.000181752500002783,0.8467921,3.7813437,2.9345516,0.54
"1116","LGALS8","hurdle",0.000171693802200443,5.518964,6.29218,0.773216,0.54
"958","IL15RA","hurdle",0.0848471203776839,4.354596,5.271361,0.916765,0.54
"740","FGFRL1","hurdle",0.0302080145244557,2.692662,4.083618,1.390956,0.54
"689","FAM19A5","hurdle",0.00154853123657732,0.5012707,3.2167746,2.7155039,0.54
"669","F11R","hurdle",0.00212372298389654,6.530441,7.38036,0.849919,0.54
"658","ETV6","hurdle",0.0382500778830218,4.106332,4.981349,0.875017,0.54
"243","C11orf54","hurdle",0.120160686468479,4.914125,5.706238,0.792113,0.54
"137","ARHGAP27","hurdle",0.00380496550243691,1.746053,3.746164,2.000111,0.54
"50","ADORA2B","hurdle",0.000133553485992613,0.4081949,4.1848174,3.7766225,0.54
"2245","ZBTB44","hurdle",0.0738178018472452,4.994795,5.663964,0.669169,0.539
"2070","TNFRSF10B","hurdle",0.0968346178735335,4.631537,5.418791,0.787254,0.539
"2033","TMEM159","hurdle",0.0745279784958704,4.098985,4.938008,0.839023,0.539
"1982","TEX9","hurdle",0.0766684357577007,2.732317,4.100365,1.368048,0.539
"1969","TCF3","hurdle",0.212914281509988,3.673037,4.618935,0.945898,0.539
"1678","RPUSD2","hurdle",0.0769210068262353,3.35795,4.703614,1.345664,0.539
"1677","RPS6KA5","hurdle",0.0042232803275093,1.470226,3.696778,2.226552,0.539
"1529","PPP2R3A","hurdle",0.060483849375952,4.360528,5.357699,0.997171,0.539
"1353","NR6A1","hurdle",0.00046968614683115,1.095548,3.84555,2.750002,0.539
"1329","NIPAL1","hurdle",0.00148183571065688,0.7938015,3.3231417,2.5293402,0.539
"1251","MRPS18A","hurdle",0.030850187314705,5.731715,6.335028,0.603313,0.539
"1136","LRRC16A","hurdle",0.0725021798812878,4.556387,5.473386,0.916999,0.539
"1105","LATS2","hurdle",0.0757878401029512,3.04518,4.201932,1.156752,0.539
"1063","KLHL36","hurdle",0.104000452219087,4.209062,4.750772,0.54171,0.539
"1034","KIAA1161","hurdle",0.109191758963256,3.848805,4.727547,0.878742,0.539
"896","HLA-DQA2","hurdle",0.000375159821746734,0.2285395,3.5781808,3.3496413,0.539
"784","GAD1","hurdle",0.00746430825389725,1.8843,3.326288,1.441988,0.539
"486","CST6","hurdle",0.00250375137699469,1.951422,4.351047,2.399625,0.539
"416","CHML","hurdle",0.00518169592952656,2.212264,4.209561,1.997297,0.539
"407","CGNL1","hurdle",0.0251103187661855,2.388767,3.896904,1.508137,0.539
"402","CETN2","hurdle",0.00461027826418794,6.133486,6.652923,0.519437,0.539
"232","BROX","hurdle",0.0291894686804655,6.200587,6.878634,0.678047,0.539
"133","ARAP2","hurdle",0.0442137961924586,3.12663,4.431872,1.305242,0.539
"87","ALS2CL","hurdle",0.0422215052683628,2.991603,4.267211,1.275608,0.539
"57","AGAP1","hurdle",0.00263220278615423,4.521275,5.57479,1.053515,0.539
"2235","XXYLT1","hurdle",0.0547014319316685,4.276991,4.965136,0.688145,0.538
"2155","UBA7","hurdle",0.0849882127555111,3.80808,4.716111,0.908031,0.538
"1943","SYT12","hurdle",1.49740439954859e-05,-1.424782,3.057295,4.482077,0.538
"1846","SMO","hurdle",0.02381933257367,1.847568,3.880536,2.032968,0.538
"1820","SLC41A2","hurdle",0.193771175780483,4.87775,5.570271,0.692521,0.538
"1676","RPS6KA1","hurdle",0.0958171679021324,3.50033,4.465223,0.964893,0.538
"1539","PRKCZ","hurdle",0.0322641930585532,3.3154,4.536282,1.220882,0.538
"1472","PIM1","hurdle",0.0543274082138881,3.417337,4.318802,0.901465,0.538
"1426","PDE1C","hurdle",1.44593476919877e-05,-1.447113,2.734932,4.182045,0.538
"1406","PAQR4","hurdle",0.0134287144247667,1.716793,3.128731,1.411938,0.538
"1371","OAS1","hurdle",0.0593253451140931,3.785669,4.710334,0.924665,0.538
"1356","NRM","hurdle",0.0453910786036251,2.863344,3.85591,0.992566,0.538
"1304","NDUFA9","hurdle",0.000265939795343082,6.791439,7.377042,0.585603000000001,0.538
"1142","LRRC6","hurdle",0.0243784352425884,1.314123,2.969653,1.65553,0.538
"703","FAM83B","hurdle",0.0100675318998209,2.203808,3.890013,1.686205,0.538
"696","FAM50B","hurdle",0.134268998732507,3.957601,4.814114,0.856513,0.538
"518","CYP4F11","hurdle",0.0157234594746538,2.355407,3.809697,1.45429,0.538
"95","ANGPTL1","hurdle",0.00940516010127647,2.804339,4.241895,1.437556,0.538
"2300","ZNF486","hurdle",0.0176789037594854,1.653916,3.158387,1.504471,0.537
"2246","ZBTB7B","hurdle",0.0397302043127209,3.160951,4.597203,1.436252,0.537
"2157","UBALD2","hurdle",0.148540424693062,3.335279,4.720154,1.384875,0.537
"2045","TMEM43","hurdle",0.00166868111048215,5.322115,6.195997,0.873882,0.537
"1981","TEX264","hurdle",0.0125747890273892,6.39173,6.917083,0.525353,0.537
"1894","SRGAP3","hurdle",0.0706659920389169,3.250146,4.101384,0.851238,0.537
"1850","SMURF2","hurdle",0.0226810136524899,3.832501,5.319049,1.486548,0.537
"1602","RASAL2","hurdle",0.0518355365884455,4.186209,5.28107,1.094861,0.537
"1600","RARG","hurdle",0.0687612370660891,2.990212,4.131387,1.141175,0.537
"1564","PTPN12","hurdle",0.00480385538620158,4.662131,5.645276,0.983145,0.537
"1485","PLCXD2","hurdle",0.112351139892648,4.110918,5.088235,0.977317,0.537
"1354","NRARP","hurdle",0.0175464427723713,1.698537,3.345865,1.647328,0.537
"1250","MRPL15","hurdle",0.000703866420704576,5.618032,6.383177,0.765145,0.537
"1041","KIF13B","hurdle",0.00170754838930252,5.210627,5.955936,0.745309000000001,0.537
"1029","KDM5B","hurdle",0.007337902935797,5.817804,6.502016,0.684212,0.537
"1007","KANSL1L","hurdle",0.251905375548169,4.054095,4.68193,0.627835,0.537
"911","HPCAL1","hurdle",0.0889754775219637,5.121907,5.772013,0.650106,0.537
"834","GPC4","hurdle",0.0793015827382005,3.058952,4.190346,1.131394,0.537
"687","FAM189A1","hurdle",0.00199687770654715,1.363288,3.045369,1.682081,0.537
"633","EPDR1","hurdle",0.159689873161243,4.670708,5.263027,0.592319,0.537
"455","CLYBL","hurdle",0.0305509483931492,2.813933,4.277108,1.463175,0.537
"180","ATP5A1","hurdle",0.106156868583463,8.987736,9.542049,0.554313,0.537
"89","AMH","hurdle",0.00211103305484178,-0.0707621,2.9517954,3.0225575,0.537
"62","AGR2","hurdle",0.000829765420502194,3.210798,4.448957,1.238159,0.537
"56","AFMID","hurdle",0.111852163730937,3.656212,4.253518,0.597306,0.537
"2350","ZSWIM4","hurdle",0.0209736284619806,1.832843,3.782357,1.949514,0.536
"2333","ZNF736","hurdle",0.000164692278927268,-0.02615478,3.55614307,3.58229785,0.536
"2190","VEPH1","hurdle",0.00289380647191881,0.8279952,3.2372771,2.4092819,0.536
"1887","SPTAN1","hurdle",0.00119914885538736,6.488874,7.360808,0.871934,0.536
"1867","SP140L","hurdle",0.23302425873226,3.871899,4.450254,0.578355,0.536
"1549","PRRG4","hurdle",0.138264890931118,4.297591,5.000504,0.702913000000001,0.536
"1500","PLIN5","hurdle",0.022808029791597,2.266908,3.582593,1.315685,0.536
"1462","PI3","hurdle",0.00594304207580329,2.117719,5.844092,3.726373,0.536
"1396","PACSIN3","hurdle",0.123107032446507,3.579685,4.599295,1.01961,0.536
"1185","MARCH3","hurdle",0.128858636609953,3.963475,4.76526,0.801785,0.536
"1122","LIPE","hurdle",0.00540386554209638,1.638436,3.978313,2.339877,0.536
"1098","LAP3","hurdle",0.163495456866463,5.262358,5.849696,0.587338,0.536
"1097","LANCL1","hurdle",0.0109808439221066,4.457816,5.616297,1.158481,0.536
"955","IGSF9","hurdle",0.00252757390485435,1.272477,2.993133,1.720656,0.536
"750","FLRT3","hurdle",0.0129010571015533,4.208196,5.852124,1.643928,0.536
"742","FH","hurdle",0.00428486531062847,5.739213,6.308843,0.56963,0.536
"576","DOT1L","hurdle",0.00507100953758306,3.696478,5.084326,1.387848,0.536
"566","DNAAF3","hurdle",1.50175851370076e-06,-1.925539,3.148709,5.074248,0.536
"236","BTN2A2","hurdle",0.00801640982867846,1.588189,3.531332,1.943143,0.536
"58","AGBL3","hurdle",0.0278056785538899,1.85849,3.174577,1.316087,0.536
"21","ACSF2","hurdle",0.0227007797765356,1.965143,3.159247,1.194104,0.536
"2347","ZNHIT2","hurdle",0.370274293987072,4.387126,5.179012,0.791886,0.535
"2306","ZNF552","hurdle",0.0329517276185117,2.367754,4.261181,1.893427,0.535
"2258","ZHX2","hurdle",0.0245791192050893,4.091773,5.274345,1.182572,0.535
"2097","TRAF3IP1","hurdle",0.00888010295402886,3.202637,4.522411,1.319774,0.535
"1934","SWAP70","hurdle",0.0204255596173786,4.478842,5.378253,0.899411,0.535
"1711","SCNN1G","hurdle",3.07476639619396e-07,-3.321928,2.962766,6.284694,0.535
"1668","RNF5","hurdle",0.00692684875481703,4.640377,5.656839,1.016462,0.535
"1617","RBMS3","hurdle",0.0237036791629427,1.7739,3.927702,2.153802,0.535
"1579","PYCARD","hurdle",0.214683861159777,4.758216,5.389225,0.631009,0.535
"1524","PPP1R13B","hurdle",0.0421756226179162,3.352723,4.379025,1.026302,0.535
"1487","PLD2","hurdle",0.0765979624473759,3.028939,4.442739,1.4138,0.535
"1401","PAFAH2","hurdle",0.02234726435723,4.67508,5.542462,0.867382,0.535
"1300","NCS1","hurdle",0.0749774087897166,2.82355,3.67478,0.85123,0.535
"1197","MCM5","hurdle",0.0449627595504854,2.931418,4.284852,1.353434,0.535
"875","HDX","hurdle",0.0964202556675385,2.762345,3.865631,1.103286,0.535
"690","FAM201A","hurdle",0.045673059767067,1.944502,3.115372,1.17087,0.535
"424","CIITA","hurdle",0.00458224858768165,0.7289028,2.9810999,2.2521971,0.535
"346","CCDC85C","hurdle",0.120691559944624,2.936174,3.946951,1.010777,0.535
"154","ARMC7","hurdle",0.0496046277745259,3.426408,4.410512,0.984104,0.535
"132","AR","hurdle",0.039106951183103,2.352936,3.765555,1.412619,0.535
"122","APEX1","hurdle",0.107586256037003,6.859976,7.397874,0.537898,0.535
"53","ADRA2A","hurdle",0.0267735918000776,2.846184,3.962808,1.116624,0.535
"2101","TRIM16","hurdle",0.117046530645595,3.388873,4.55567,1.166797,0.534
"2053","TMEM92","hurdle",0.0917531883814508,3.277107,4.341559,1.064452,0.534
"2049","TMEM62","hurdle",0.00701894320729103,3.956532,5.189942,1.23341,0.534
"2016","TM7SF3","hurdle",0.000124918173641386,6.254558,7.163994,0.909435999999999,0.534
"1928","SULT1A2","hurdle",0.0022744654810916,0.01519243,3.04375021,3.02855778,0.534
"1782","SLC16A5","hurdle",0.000344620344453611,-1.111995,3.124991,4.236986,0.534
"1758","SH3RF2","hurdle",0.00689206586836058,2.434748,3.202726,0.767978,0.534
"1703","SATB1","hurdle",0.000491158249065471,4.468284,5.576293,1.108009,0.534
"1670","RNPEPL1","hurdle",0.0842211912311676,4.913898,5.471899,0.558001,0.534
"1638","RGMA","hurdle",0.00120358323108912,-0.1138864,2.8106206,2.924507,0.534
"1633","RETSAT","hurdle",0.198442384626787,4.844195,5.549014,0.704819,0.534
"1573","PTRHD1","hurdle",0.00150883537509555,6.062656,6.578262,0.515606,0.534
"1477","PKP4","hurdle",0.0524940241226362,3.949677,4.88177,0.932093000000001,0.534
"1202","MEGF8","hurdle",0.163239640331613,4.435627,5.076621,0.640994,0.534
"966","IL1RN","hurdle",0.002653329636568,0.923294,3.967932,3.044638,0.534
"872","HDAC2","hurdle",0.00288571737283531,6.891323,7.408769,0.517446000000001,0.534
"819","GLIPR1","hurdle",0.134018615966839,4.581305,5.337917,0.756612,0.534
"794","GATA6","hurdle",0.0803816611514777,4.507621,5.269407,0.761786,0.534
"767","FREM2","hurdle",0.00402718802848411,0.5606501,2.9853165,2.4246664,0.534
"615","EGOT","hurdle",0.00523955973283392,1.134513,3.516723,2.38221,0.534
"409","CHAF1A","hurdle",0.0630516824348752,2.362739,3.544628,1.181889,0.534
"271","C1RL","hurdle",0.0196206586232466,3.903856,4.998488,1.094632,0.534
"228","BMPR1B","hurdle",0.0037631263137104,1.488081,3.652988,2.164907,0.534
"210","BCL2L1","hurdle",0.00662345585440408,5.803237,6.459344,0.656107,0.534
"72","AJUBA","hurdle",0.0254922218152642,2.76248,4.289296,1.526816,0.534
