"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.stellate","log2fold_change","Auc"
"3541","SLC30A3","hurdle",0.041997996362547,-2.110359,1.238331,3.34869,0.509
"2877","PPP1R3G","hurdle",0.0419979963625472,-1.916863,1.175245,3.092108,0.509
"2846","POMZP3","hurdle",0.384822760567616,0.6824335,2.0958373,1.4134038,0.509
"2664","PDCD1LG2","hurdle",0.0419979963625471,-3.040571,1.343971,4.384542,0.509
"2559","OGN","hurdle",0.0419979963625484,-3.223683,1.021418,4.245101,0.509
"2493","NPY5R","hurdle",0.0419979963625471,-2.4139083,0.6225139,3.0364222,0.509
"2365","MYO1F","hurdle",0.369482789734164,0.3493735,1.6404255,1.291052,0.509
"2357","MYCBPAP","hurdle",0.0419979963625471,-0.8000294,0.9410346,1.741064,0.509
"1938","KIF15","hurdle",0.160106755958359,-0.2179438,1.7726075,1.9905513,0.509
"1898","KCNK4","hurdle",0.0419979963625474,-1.4476199,-0.3783695,1.0692504,0.509
"1804","IL2RG","hurdle",0.0419979963625484,-1.397542,0.9920345,2.3895765,0.509
"1778","IGF1","hurdle",0.041997996362547,-2.913096,1.065434,3.97853,0.509
"1726","HSD17B6","hurdle",0.0419979963625471,-1.716124,0.5147412,2.2308652,0.509
"1713","HOXC9","hurdle",0.041997996362547,-2.002781,1.484761,3.487542,0.509
"1710","HOXC4","hurdle",0.0419979963625484,-3.1848201,0.6225823,3.8074024,0.509
"1368","FCRLB","hurdle",0.335197061791151,0.02511027,1.61976374,1.59465347,0.509
"1164","ELFN1","hurdle",0.0419979963625474,-3.173369,1.067771,4.24114,0.509
"1133","EID3","hurdle",0.575288887300878,2.746459,3.567199,0.82074,0.509
"1008","DKK1","hurdle",0.0419979963625475,-1.4931946,0.1415853,1.6347799,0.509
"999","DIAPH3","hurdle",0.0419979963625486,-2.7774095,0.7231532,3.5005627,0.509
"659","CDKL1","hurdle",0.1675785077826,0.5111695,2.405543,1.8943735,0.509
"323","BACH2","hurdle",0.442675970447208,1.880118,2.43373,0.553612,0.509
"307","AURKA","hurdle",0.354193470627792,1.706686,2.885895,1.179209,0.509
"4345","ZNF185","hurdle",0.363388084110664,0.6103262,2.1924625,1.5821363,0.508
"4094","TTLL11","hurdle",0.606472321814529,0.5316789,1.5684046,1.0367257,0.508
"3975","TMPPE","hurdle",0.502531392257355,-0.2019344,0.4190639,0.6209983,0.508
"3855","TEX14","hurdle",0.106399469583842,-2.52036014,0.06684039,2.58720053,0.508
"3648","SOX8","hurdle",0.145717630850804,-0.8068597,0.3590295,1.1658892,0.508
"3644","SORCS2","hurdle",0.0540089621148161,-2.6880037,0.6492685,3.3372722,0.508
"3485","SIX4","hurdle",0.547473826556554,1.346019,2.070917,0.724898,0.508
"3458","SH3D21","hurdle",0.0616104898574794,-2.5946785,0.8896655,3.484344,0.508
"3381","SDPR","hurdle",0.142102806299215,-1.30978281,-0.03933199,1.27045082,0.508
"2852","POU2F2","hurdle",0.17687675754591,-0.1627254,1.630216,1.7929414,0.508
"2657","PCSK4","hurdle",0.311906542726226,0.477191,1.807023,1.329832,0.508
"2267","MORN1","hurdle",0.777804517297398,1.214664,1.92,0.705336,0.508
"2158","MATN3","hurdle",0.359310405067898,-1.2391633,0.4228331,1.6619964,0.508
"2047","LMOD1","hurdle",0.162523060936897,-1.4472287,0.8275172,2.2747459,0.508
"1971","KLRG1","hurdle",0.569438984615426,0.3602687,1.2335742,0.8733055,0.508
"1952","KIT","hurdle",0.135166838322474,-1.6770505,-0.3282123,1.3488382,0.508
"1719","HRK","hurdle",0.27332784759804,0.4359943,2.2892577,1.8532634,0.508
"1617","GTPBP2","hurdle",0.00454474771251018,4.29347,5.347767,1.054297,0.508
"1600","GRIN2D","hurdle",0.228185732832011,-1.375044,1.107769,2.482813,0.508
"1582","GPR183","hurdle",0.47877637027742,-0.9694049,0.6215629,1.5909678,0.508
"1326","FAM86B1","hurdle",0.71883708925023,1.602919,2.365094,0.762175,0.508
"1325","FAM83D","hurdle",0.189589288957031,-1.406294,0.5613011,1.9675951,0.508
"1112","EFCAB1","hurdle",0.314424707099748,-1.1127772,0.9400334,2.0528106,0.508
"995","DHFR","hurdle",0.304943946192585,2.069894,3.080442,1.010548,0.508
"886","CSPG4","hurdle",0.209368747345294,-2.5157077,-0.9813666,1.5343411,0.508
"725","CHRNA10","hurdle",0.236688796617788,-1.6811611,0.3677323,2.0488934,0.508
"686","CEP128","hurdle",0.301697468401573,-0.2843092,1.4082898,1.692599,0.508
"640","CDC45","hurdle",0.32287073319313,-0.7193332,1.230384,1.9497172,0.508
"462","C1QTNF2","hurdle",0.163801490925335,-1.786468,1.134796,2.921264,0.508
"356","BHMT","hurdle",0.215085585133533,-2.7479641,-0.9965187,1.7514454,0.508
"353","BFSP1","hurdle",0.307740052356504,1.407232,2.294062,0.88683,0.508
"173","AOC3","hurdle",0.27485605896751,-0.6054217,0.8460977,1.4515194,0.508
"96","AGAP2","hurdle",0.530425566785043,-1.2918234,0.6600169,1.9518403,0.508
"4356","ZNF235","hurdle",0.819329923572555,2.246291,2.921221,0.67493,0.507
"4347","ZNF20","hurdle",0.502752291881558,0.08503305,0.68950155,0.6044685,0.507
"4025","TPSB2","hurdle",0.0876924650746841,-1.726835,1.161564,2.888399,0.507
"3839","TCHH","hurdle",0.308099366361175,-0.8919898,1.1107768,2.0027666,0.507
"3488","SKA3","hurdle",0.464327875094561,-0.5247173,0.9617834,1.4865007,0.507
"3302","RRAD","hurdle",0.166306955427804,0.2269155,0.8508857,0.6239702,0.507
"2593","P2RY6","hurdle",0.183419106796963,0.1285525,0.9308393,0.8022868,0.507
"2572","ORC1","hurdle",0.208753749495104,-1.304256,1.121597,2.425853,0.507
"2543","NUSAP1","hurdle",0.0228071571075503,0.6538824,3.0337781,2.3798957,0.507
"1957","KLF14","hurdle",0.307527720206254,-0.590711,1.075299,1.66601,0.507
"1822","INO80B","hurdle",0.54551729837942,0.883575,1.652894,0.769319,0.507
"1801","IL20RB","hurdle",0.164555223459995,-1.433994,1.014896,2.44889,0.507
"1716","HPDL","hurdle",0.368940715529057,-0.9968356,0.5188213,1.5156569,0.507
"1588","GPSM2","hurdle",0.265024763484827,1.259814,2.201131,0.941317,0.507
"1322","FAM65B","hurdle",0.45732546008149,0.2751189,1.4548486,1.1797297,0.507
"1283","FAM131B","hurdle",0.50101228277425,0.198386,0.8032912,0.6049052,0.507
"1227","ESM1","hurdle",0.458620765632649,-0.8185114,-0.2399481,0.5785633,0.507
"992","DGKG","hurdle",0.487411813457492,1.157416,1.902972,0.745556,0.507
"838","CORO6","hurdle",0.438862067538145,0.5958804,1.6455494,1.049669,0.507
"613","CD1D","hurdle",0.470605601883006,-0.7098884,0.9289271,1.6388155,0.507
"590","CCDC96","hurdle",0.821715809683856,1.437066,2.032419,0.595353,0.507
"548","CBWD3","hurdle",0.571748852558685,1.394895,2.187218,0.792323,0.507
"510","CACNB4","hurdle",0.2566894479489,-1.389442,1.024763,2.414205,0.507
"504","CABYR","hurdle",0.367367921405584,-2.0076704,0.1186642,2.1263346,0.507
"160","ANKRD34A","hurdle",0.637483516045203,0.8907797,1.5704529,0.6796732,0.507
"114","AKAP2","hurdle",0.314728741673773,-2.186488,-0.98982,1.196668,0.507
"4388","ZNF454","hurdle",0.186253877376073,1.926414,2.997559,1.071145,0.506
"3659","SPATA9","hurdle",0.340794456392761,-1.331896,1.073702,2.405598,0.506
"3398","SEMA3F","hurdle",0.367366839321972,0.05396394,1.44990757,1.39594363,0.506
"2331","MT1A","hurdle",0.312201635323241,0.7758041,1.8313871,1.055583,0.506
"2327","MSS51","hurdle",0.75854055842541,0.5700547,1.1353944,0.5653397,0.506
"2311","MRPS24","hurdle",0.399441694759779,0.7773443,1.5737322,0.7963879,0.506
"2255","MND1","hurdle",0.598800733441846,-0.7263836,0.2679306,0.9943142,0.506
"1865","ITPKA","hurdle",0.449276777086366,-0.3885852,0.9986565,1.3872417,0.506
"1761","IFI44L","hurdle",0.427018899664702,-0.2236309,1.4611521,1.684783,0.506
"1557","GOLGA6L4","hurdle",0.306571633809482,-0.08667207,1.48079996,1.56747203,0.506
"1018","DNAH10","hurdle",0.553000809750635,-0.5303877,0.6823356,1.2127233,0.506
"4434","ZNF77","hurdle",0.909769531070572,2.232387,2.769416,0.537029,0.505
"4298","ZBTB34","hurdle",0.261306794901254,2.656051,3.326997,0.670946,0.505
"4230","VWA3A","hurdle",0.0882151976669857,-3.321928,-2.49093,0.830998,0.505
"4030","TRABD2A","hurdle",0.0882151976669857,-3.3219281,-0.1229891,3.198939,0.505
"3992","TNFRSF9","hurdle",0.380015461017702,-0.2093342,1.5321969,1.7415311,0.505
"3863","TG","hurdle",0.0882151976669856,-3.3219281,0.8612819,4.18321,0.505
"3763","SUSD3","hurdle",0.0882151976669855,-3.32192809,0.07979733,3.40172542,0.505
"3650","SP140","hurdle",0.0882151976669852,-3.321928095,0.004249198,3.326177293,0.505
"3632","SNX32","hurdle",0.726783140072014,-0.3505744,0.6574645,1.0080389,0.505
"3451","SH2D6","hurdle",0.0882151976669857,-3.3219281,0.2313189,3.553247,0.505
"3416","SERPINB2","hurdle",0.356170401856523,3.699914,5,1.300086,0.505
"3386","SEC16B","hurdle",0.151418877509033,2.286666,3.069671,0.783005,0.505
"3145","RHBDL3","hurdle",0.0882151976669859,-3.3219281,-0.4065978,2.9153303,0.505
"3123","RESP18","hurdle",0.0882151976669859,-3.321928,0.310326,3.632254,0.505
"3109","RCSD1","hurdle",0.0882151976669857,-3.321928,-1.910429,1.411499,0.505
"3047","RAD51B","hurdle",0.528763963084918,1.859939,2.57238,0.712441,0.505
"2979","PTGES3L","hurdle",0.420021578692063,-0.9246417,0.392011,1.3166527,0.505
"2764","PLAC8L1","hurdle",0.0882151976669858,-3.3219281,0.3138557,3.6357838,0.505
"2645","PCDHGA2","hurdle",0.219698539511545,-0.01090488,1.59987172,1.6107766,0.505
"2637","PCDHA2","hurdle",0.733488044882391,-0.5167379,0.5368067,1.0535446,0.505
"2586","OXCT2","hurdle",0.311515170962851,-0.7078231,0.9912307,1.6990538,0.505
"2481","NOX5","hurdle",0.0882151976669858,-3.3219281,0.5287135,3.8506416,0.505
"2367","MYOCD","hurdle",0.0882151976669856,-3.3219281,-0.1297775,3.1921506,0.505
"1940","KIF18A","hurdle",0.463244664457287,-0.720451,0.7383813,1.4588323,0.505
"1923","KHDC1L","hurdle",0.0882151976669852,-3.321928095,0.004249198,3.326177293,0.505
"1897","KCNIP4","hurdle",0.684810582879212,-1.1593219,-0.5243872,0.6349347,0.505
"1800","IL1RL1","hurdle",0.0882151976669858,-3.3219281,-0.6882257,2.6337024,0.505
"1738","HTR2A","hurdle",0.0882151976669855,-3.3219281,0.8468902,4.1688183,0.505
"1718","HRH1","hurdle",0.279665224912271,-0.6621842,1.1636635,1.8258477,0.505
"1524","GJB2","hurdle",0.53186730095296,2.643079,3.31956,0.676481,0.505
"1427","FOXD1","hurdle",0.0882151976669858,-3.3219281,0.1811373,3.5030654,0.505
"1382","FGF18","hurdle",0.0882151976669857,-3.3219281,-0.2896319,3.0322962,0.505
"1367","FCRLA","hurdle",0.0882151976669859,-3.32192809,-0.07712539,3.2448027,0.505
"1255","EYA2","hurdle",0.435356381900519,-0.007830221,1.541178625,1.549008846,0.505
"1244","EXO1","hurdle",0.0882151976669847,-3.32192809,0.04106377,3.36299186,0.505
"939","DAND5","hurdle",0.0882151976669859,-3.321928,-1.14563,2.176298,0.505
"929","CYP2S1","hurdle",0.0882151976669741,-3.32192809,-0.04815645,3.27377164,0.505
"724","CHRNA1","hurdle",0.0882151976669858,-3.3219281,-0.5856157,2.7363124,0.505
"629","CDA","hurdle",0.0882151976669857,-3.3219281,0.6868033,4.0087314,0.505
"586","CCDC87","hurdle",0.654043029372096,-0.74342818,0.01563597,0.75906415,0.505
"433","C17orf98","hurdle",0.0882151976669856,-3.3219281,-0.1297775,3.1921506,0.505
"220","ARHGAP9","hurdle",0.0882151976669855,-3.32192809,0.04944494,3.37137303,0.505
"195","APOLD1","hurdle",0.264649232971984,1.24309,2.461433,1.218343,0.505
"137","ALOXE3","hurdle",0.0882151976669857,-3.3219281,-0.3530217,2.9689064,0.505
"63","ADAMTS15","hurdle",0.0882151976669856,-3.321928,0.280514,3.602442,0.505
"4410","ZNF597","hurdle",0.506058810105013,1.261935,1.797247,0.535312,0.504
"4249","WDR62","hurdle",0.249478790786502,-1.39108274,0.05152621,1.44260895,0.504
"4117","TXNDC5","hurdle",0.2494787907865,-1.4109246,0.6359377,2.0468623,0.504
"4064","TROAP","hurdle",0.249478790786502,-2.222757,0.3204696,2.5432266,0.504
"4035","TRAIP","hurdle",0.54312756805198,0.02640264,1.49587663,1.46947399,0.504
"3497","SLAMF8","hurdle",0.249478790786502,-1.2458449,0.0452964,1.2911413,0.504
"3460","SH3GL3","hurdle",0.249478790786502,-2.1766345,0.2673239,2.4439584,0.504
"3395","SELPLG","hurdle",0.249478790786503,-1.16986182,0.02425576,1.19411758,0.504
"3193","RNF31","hurdle",0.0465550770056845,3.66634,4.358906,0.692566,0.504
"2906","PRKCB","hurdle",0.249478790786503,-2.6521048,0.2061253,2.8582301,0.504
"2858","PPFIA4","hurdle",0.794827425943143,0.4656903,1.0214878,0.5557975,0.504
"2749","PIM1","hurdle",0.305715682024369,3.498329,4.022822,0.524493,0.504
"2671","PDE1B","hurdle",0.708914612517648,1.68488,2.42164,0.73676,0.504
"2488","NPPC","hurdle",0.249478790786502,-1.44762,1.541236,2.988856,0.504
"2394","NCKAP1L","hurdle",0.249478790786501,-2.3874661,-0.1368913,2.2505748,0.504
"2195","MESTIT1","hurdle",0.781997427090986,0.9533002,1.5650186,0.6117184,0.504
"2164","MCM10","hurdle",0.249478790786504,-2.6017856,0.3086609,2.9104465,0.504
"1901","KCNQ5","hurdle",0.249478790786501,-3.0988876,-0.5342749,2.5646127,0.504
"1859","ITGB1BP2","hurdle",0.249478790786504,-3.033595,-2.345653,0.687942,0.504
"1661","HES7","hurdle",0.2494787907865,-1.224826,0.3414748,1.5663008,0.504
"1587","GPR89B","hurdle",0.60781619942175,1.467373,2.058027,0.590654,0.504
"1534","GLIS1","hurdle",0.2494787907865,-2.331434,-1.101056,1.230378,0.504
"1500","GDF10","hurdle",0.249478790786502,-3.0079279,-0.3360202,2.6719077,0.504
"1433","FOXL2","hurdle",0.249478790786501,-3.273299,-2.383034,0.890265,0.504
"1186","EN2","hurdle",0.249478790786504,-2.843703,-0.4065978,2.4371052,0.504
"966","DDIT4L","hurdle",0.249478790786502,-3.231704,-2.125182,1.106522,0.504
"918","CXCL14","hurdle",0.249478790786503,-2.94840543,0.05152621,2.99993164,0.504
"861","CRCT1","hurdle",0.2494787907865,-1.0262401,0.5210703,1.5473104,0.504
"818","COL8A2","hurdle",0.2494787907865,-2.38984011,0.04921084,2.43905095,0.504
"766","CLNK","hurdle",0.249478790786502,-3.0666015,0.2313189,3.2979204,0.504
"675","CENPI","hurdle",0.249478790786501,-2.71989,-0.4355131,2.2843769,0.504
"648","CDH15","hurdle",0.249478790786502,-2.49721774,0.03433137,2.53154911,0.504
"617","CD300A","hurdle",0.249478790786501,-1.3088621,0.2026117,1.5114738,0.504
"399","BUB1","hurdle",0.641809156675606,-0.6843132,0.2094384,0.8937516,0.504
"258","ART5","hurdle",0.2494787907865,-2.14927144,0.05549175,2.20476319,0.504
"207","ARHGAP11B","hurdle",0.249478790786501,-0.985536,0.1486619,1.1341979,0.504
"154","ANKHD1-EIF4EBP3","hurdle",0.797626524341596,0.1969999,1.2036518,1.0066519,0.504
"120","AKR1E2","hurdle",0.364154776347517,0.4634426,1.687896,1.2244534,0.504
"94","AFF2","hurdle",0.249478790786502,-3.242835,0.2814264,3.5242614,0.504
"59","ADAM32","hurdle",0.249478790786502,-1.835187,1.509971,3.345158,0.504
"4389","ZNF461","hurdle",0.939837578605842,2.229188,2.829041,0.599853,0.503
"4370","ZNF341","hurdle",0.945220681574395,0.8856511,1.593044,0.7073929,0.503
"4331","ZIM2","hurdle",0.590373860596262,0.2206112,1.1364459,0.9158347,0.503
"4308","ZCCHC12","hurdle",0.748168901939149,-1.10930837,0.09126011,1.20056848,0.503
"4301","ZBTB49","hurdle",0.563524630195416,1.618631,2.138099,0.519468,0.503
"4295","YY2","hurdle",0.722777807331657,2.014312,2.586172,0.57186,0.503
"4024","TPSAB1","hurdle",0.579530453829287,-1.1415987,0.2990124,1.4406111,0.503
"3976","TMPRSS12","hurdle",0.417120353804413,-2.70747472,0.04106377,2.74853849,0.503
"3857","TEX29","hurdle",0.417120353804408,-1.914864,0.6359377,2.5508017,0.503
"3764","SUSD5","hurdle",0.417120353804418,-2.7767314,0.2091123,2.9858437,0.503
"3653","SPAG5","hurdle",0.637597297745905,0.2557872,1.0876666,0.8318794,0.503
"3567","SLC45A2","hurdle",0.417120353804413,-0.952825307,-0.004586921,0.948238386,0.503
"3382","SDS","hurdle",0.560566830560312,-1.4756364,-0.4356985,1.0399379,0.503
"2922","PRR11","hurdle",0.889160588231121,0.7415035,1.5912551,0.8497516,0.503
"2695","PENK","hurdle",0.417120353804416,-1.525134,3.460216,4.98535,0.503
"2492","NPY1R","hurdle",0.667085393259418,1.799041,2.593225,0.794184,0.503
"2015","LEMD1","hurdle",0.417120353804416,-1.26061457,0.04106377,1.30167834,0.503
"1979","KRTDAP","hurdle",0.41712035380441,-2.03909977,0.05549175,2.09459152,0.503
"1931","KIAA1257","hurdle",0.913605376751255,0.7336425,1.2588741,0.5252316,0.503
"1806","IL4","hurdle",0.417120353804413,-2.71683293,-0.07504899,2.64178394,0.503
"1779","IGF2BP3","hurdle",0.647099107300858,-1.5323754,-0.5423454,0.99003,0.503
"1586","GPR85","hurdle",0.552238747707337,-0.6459274,0.3256743,0.9716017,0.503
"1584","GPR65","hurdle",0.52537231543135,-1.087148,1.265099,2.352247,0.503
"1583","GPR34","hurdle",0.417120353804408,-0.9271256,-0.1445237,0.7826019,0.503
"1504","GDNF","hurdle",0.417120353804431,-0.5621419,0.42185,0.9839919,0.503
"1428","FOXD4","hurdle",0.417120353804408,-2.8384269,-0.4065978,2.4318291,0.503
"1407","FLJ22447","hurdle",0.534058274176631,-1.65804906,0.07979733,1.73784639,0.503
"1297","FAM19A1","hurdle",0.417120353804416,-0.9826693,0.7294421,1.7121114,0.503
"1288","FAM167B","hurdle",0.285617109139192,-0.4118413,0.9693215,1.3811628,0.503
"1228","ESPN","hurdle",0.417120353804408,-1.325252,-0.1135073,1.2117447,0.503
"1225","ESAM","hurdle",0.433869550128219,0.3084555,1.4992105,1.190755,0.503
"880","CSMD3","hurdle",0.260544323289219,-1.789004,-0.8977973,0.8912067,0.503
"877","CSF1R","hurdle",0.417120353804413,-1.7812145,0.9697465,2.750961,0.503
"700","CGA","hurdle",0.417120353804413,-0.891959062,0.004249198,0.89620826,0.503
"633","CDC25A","hurdle",0.798172232898994,-0.98354827,-0.09096175,0.89258652,0.503
"619","CD34","hurdle",0.417120353804408,-2.955345,1.649353,4.604698,0.503
"540","CATSPER3","hurdle",0.425895871103708,-0.7436573,0.175638,0.9192953,0.503
"458","C1orf61","hurdle",0.417120353804416,-0.4864708,0.7734641,1.2599349,0.503
"305","AUNIP","hurdle",0.417120353804416,-1.20337017,0.01629005,1.21966022,0.503
"246","ARMC12","hurdle",0.856245843565499,-0.223033,0.3414748,0.5645078,0.503
"4335","ZMAT4","hurdle",0.806623316846587,-1.4042147,-0.5717708,0.8324439,0.502
"4164","UCP3","hurdle",0.818926153470213,-1.4984132,-0.6829022,0.815511,0.502
"3858","TF","hurdle",0.840283802460726,-0.5821211,0.2313189,0.81344,0.502
"3667","SPI1","hurdle",0.77380693441807,-0.7016734,0.2359022,0.9375756,0.502
"3516","SLC22A18AS","hurdle",0.333192385471837,-2.711083,-1.441337,1.269746,0.502
"2998","PTPRR","hurdle",0.28144424949181,-2.687383,-2.153766,0.533617,0.502
"2639","PCDHB11","hurdle",0.696966516560905,1.645469,2.205588,0.560119,0.502
"1892","KCNAB3","hurdle",0.572819791396091,-1.7070689,-0.4355131,1.2715558,0.502
"1359","FBXO24","hurdle",0.832782780923351,-0.80075119,0.09962079,0.90037198,0.502
"1273","FAM106A","hurdle",0.483168642588787,-1.2653259,0.2313189,1.4966448,0.502
"1185","EMX2","hurdle",0.198701435859707,-2.4487539,-0.04815645,2.40059745,0.502
"1123","EGFL6","hurdle",0.834159458968822,-0.3532082,0.280514,0.6337222,0.502
"1019","DNAI2","hurdle",0.581720586882272,-0.86709,0.4950395,1.3621295,0.502
"478","C3orf67","hurdle",0.590203014624412,1.406065,1.979184,0.573119,0.502
"236","ARL11","hurdle",0.932431379075032,-0.3556003,0.2313189,0.5869192,0.502
"104","AICDA","hurdle",0.751525265269408,-1.16527498,-0.06141175,1.10386323,0.502
"3945","TMEM190","hurdle",0.743939636556814,-0.497283,0.3656181,0.8629011,0.501
"3532","SLC27A6","hurdle",0.405405527437144,-0.3526157,1.8066083,2.159224,0.501
"3060","RAPGEFL1","hurdle",0.354305799882341,0.7815234,1.8061652,1.0246418,0.501
"2783","PLEKHG5","hurdle",0.658770255007609,0.05679013,1.19818487,1.14139474,0.501
"2642","PCDHB8","hurdle",0.621306377194469,-2.070941,-1.441337,0.629604,0.501
"2191","MEP1B","hurdle",0.770265794013851,0.04141761,0.93047191,0.8890543,0.501
"1941","KIF20A","hurdle",0.297318416943247,-2.1223485,-0.1013641,2.0209844,0.501
"1675","HIST2H2BF","hurdle",0.128236262394707,-2.3027967,0.1816345,2.4844312,0.501
"1049","DPF3","hurdle",0.261516377597666,-0.2141904,1.2341765,1.4483669,0.501
"268","ASPRV1","hurdle",0.381131867327309,-1.735667214,-0.004586921,1.731080293,0.501
"4067","TRPC6","hurdle",0.300963091161469,-1.77498661,-0.02765727,1.74732934,0.5
"3972","TMEM88","hurdle",0.499216824947517,0.4434172,1.1607417,0.7173245,0.5
"3177","RNF125","hurdle",0.720657807206072,-0.6773748,-0.0649094,0.6124654,0.5
"3168","RMI2","hurdle",0.621799853315769,0.3112918,1.2930924,0.9818006,0.5
"3146","RHCE","hurdle",0.381275578392009,0.1807425,1.0472458,0.8665033,0.5
"2214","MFNG","hurdle",0.695926473625316,-0.3643001,0.3155595,0.6798596,0.5
"2194","MESP2","hurdle",0.716650667051104,-0.5157,0.0353695,0.5510695,0.5
"2171","MCTP1","hurdle",0.65111276072859,-0.581693037,0.004249198,0.585942235,0.5
"1324","FAM81A","hurdle",0.688402284429163,-0.4218398,0.3948128,0.8166526,0.5
"1287","FAM163A","hurdle",0.562495962197815,0.7099919,1.3296089,0.619617,0.5
"1044","DOK3","hurdle",0.274339031256963,-0.8493648,0.4962449,1.3456097,0.5
"757","CLEC4A","hurdle",0.320085430921447,0.3401414,1.6428803,1.3027389,0.5
"558","CCDC13","hurdle",0.184998904520142,-1.4145719,0.1556271,1.570199,0.5
"544","CBLN3","hurdle",0.607292413219328,0.7171125,1.3237055,0.606593,0.5
"3993","TNFSF11","hurdle",0.718424214244676,0.04646935,0.72829186,0.68182251,0.499
"3668","SPIB","hurdle",0.512077857986947,0.04187881,0.72829186,0.68641305,0.499
"3515","SLC22A1","hurdle",0.465888785852769,-0.3705317,0.8037479,1.1742796,0.499
