"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.acinar","log2fold_change","Auc"
"1168","EIF2B4","hurdle",0.129121926074842,5.319368,5.927609,0.608241,0.554
"1167","EIF2B3","hurdle",0.0383436036277726,4.775836,5.556242,0.780406,0.554
"988","DDX21","hurdle",0.0326112480883123,6.548371,7.055103,0.506732,0.554
"920","CUL4A","hurdle",0.106548119194665,5.739958,6.277332,0.537374000000001,0.554
"875","CRYBG3","hurdle",0.0188218213014598,3.671834,4.72987,1.058036,0.554
"754","CIAPIN1","hurdle",0.068920236008209,5.209274,5.976271,0.766997,0.554
"629","CCNT2","hurdle",0.117957420515257,5.17787,5.788729,0.610859,0.554
"533","CADM4","hurdle",0.00723881062222383,2.866172,4.035691,1.169519,0.554
"456","C19orf12","hurdle",0.0386429832089068,4.783232,5.476672,0.69344,0.554
"382","BCR","hurdle",0.0445134792578448,4.672942,5.19085,0.517908,0.554
"362","BATF2","hurdle",0.000757035079457051,1.836631,3.215561,1.37893,0.554
"255","ARHGEF35","hurdle",0.00264454990753959,2.899433,3.81083,0.911397,0.554
"228","APOBEC3F","hurdle",0.00924555428518793,2.90928,3.733391,0.824111,0.554
"183","ANKEF1","hurdle",0.0238693162930448,3.471945,4.440212,0.968267,0.554
"168","AMD1","hurdle",0.0464415627262455,5.905147,6.521225,0.616078,0.554
"154","ALG14","hurdle",0.0715896145614825,4.567024,5.172472,0.605448,0.554
"4383","ZFP36","hurdle",0.147660464859129,6.427156,7.016052,0.588896,0.553
"4375","ZDHHC7","hurdle",0.012586647226687,4.514595,5.607939,1.093344,0.553
"4333","YARS","hurdle",0.0167656600057801,6.391865,6.922569,0.530704,0.553
"4249","VCPIP1","hurdle",0.0463389771163518,4.198406,5.0583,0.859894,0.553
"4189","UBXN8","hurdle",0.0113010989087597,3.374463,4.404376,1.029913,0.553
"4144","TUBB4B","hurdle",0.023828287456219,7.427739,8.149802,0.722062999999999,0.553
"4035","TPD52L2","hurdle",0.173033330379278,6.022181,6.532301,0.510120000000001,0.553
"3989","TMTC2","hurdle",0.000694008901245588,2.026142,4.283337,2.257195,0.553
"3865","THOC5","hurdle",0.0179446241359731,4.072366,5.091948,1.019582,0.553
"3826","TCP1","hurdle",0.00615519375616279,6.85202,7.382463,0.530443,0.553
"3808","TBCD","hurdle",0.0764488838116354,4.372313,5.265238,0.892925,0.553
"3753","SUN2","hurdle",0.0689005134112827,5.488531,6.078089,0.589558,0.553
"3731","STRADA","hurdle",0.0272954562175887,4.014062,4.644093,0.630031,0.553
"3706","ST6GALNAC1","hurdle",1.73152828879208e-08,-2.199309,3.812568,6.011877,0.553
"3329","SAA1","hurdle",2.13560700763934e-05,2.434367,6.039873,3.605506,0.553
"3158","RHOA","hurdle",0.0603267725411642,8.755163,9.280896,0.525733000000001,0.553
"3073","RANBP10","hurdle",0.0277056717631969,3.29669,4.592543,1.295853,0.553
"2835","PNPT1","hurdle",0.0681611313796694,4.825053,5.638849,0.813796000000001,0.553
"2757","PI3","hurdle",7.67697642639092e-05,3.348537,4.483355,1.134818,0.553
"2706","PDIK1L","hurdle",0.0223206456251142,3.640237,4.808163,1.167926,0.553
"2627","PABPC3","hurdle",0.00684625636991735,4.385574,5.52004,1.134466,0.553
"2592","OPN3","hurdle",0.00814677590575183,2.933201,4.29468,1.361479,0.553
"2425","NBR1","hurdle",0.0915228148806635,6.368888,6.904019,0.535131,0.553
"2382","MYCBP","hurdle",0.000750850974647235,2.349681,3.598053,1.248372,0.553
"2322","MRPL45","hurdle",0.16039911631881,5.381292,5.88147,0.500178,0.553
"2112","LTV1","hurdle",0.0606695618253418,4.631155,5.678646,1.047491,0.553
"2088","LRRC14","hurdle",0.0269923184398418,4.092042,4.863626,0.771584,0.553
"1480","GALC","hurdle",0.0980297053331087,5.256829,5.759373,0.502544,0.553
"1331","FAM210A","hurdle",0.0172769107087336,4.101303,4.793158,0.691855,0.553
"1231","EPN1","hurdle",0.0690914945239996,5.555509,6.086742,0.531233,0.553
"1141","EEF1G","hurdle",4.78913823082311e-05,6.876071,7.729036,0.852965,0.553
"1056","DNAJC17","hurdle",0.0118727445060631,3.238907,3.740938,0.502031,0.553
"1051","DNAJB9","hurdle",0.223331997995385,7.081913,7.743616,0.661703,0.553
"973","DCTD","hurdle",0.000402200780638397,6.246614,7.015924,0.76931,0.553
"935","CYB5R2","hurdle",0.000253388510922629,1.705832,3.426231,1.720399,0.553
"901","CTNNAL1","hurdle",0.0347671574492123,4.759648,5.5109,0.751252,0.553
"453","C17orf58","hurdle",0.0343418703677705,3.934982,4.717486,0.782504,0.553
"385","BEGAIN","hurdle",8.64428758404741e-05,0.9029228,3.4392105,2.5362877,0.553
"333","AUH","hurdle",0.0622113013951041,4.710455,5.511312,0.800857000000001,0.553
"307","ATIC","hurdle",0.0702005123149339,5.752097,6.452063,0.699966,0.553
"160","ALG9","hurdle",0.00868996259430166,4.47329,5.512554,1.039264,0.553
"48","ACOX3","hurdle",0.0147968625932754,3.620933,4.409868,0.788935,0.553
"14","ABCD1","hurdle",0.00328742159542978,2.312995,4.23442,1.921425,0.553
"4364","ZC3H4","hurdle",0.0799343299463718,4.5361,5.116937,0.580837,0.552
"4359","ZBTB7B","hurdle",0.0290652956143868,3.311604,4.193571,0.881967,0.552
"4356","ZBTB42","hurdle",0.00133475457888582,2.348362,3.89362,1.545258,0.552
"4269","VPS52","hurdle",0.0861243080690715,5.167987,5.760877,0.59289,0.552
"4117","TSPAN31","hurdle",0.0496691920683947,6.009145,6.782434,0.773289,0.552
"3927","TMEM161B","hurdle",0.0370436955133505,3.624248,4.228771,0.604523,0.552
"3887","TLR1","hurdle",0.00059057649534562,1.858672,3.727981,1.869309,0.552
"3833","TEAD4","hurdle",0.00480059296818146,2.80582,4.513364,1.707544,0.552
"3791","TAOK3","hurdle",0.0725354357876609,5.842147,6.388642,0.546495,0.552
"3686","SRF","hurdle",0.0318546794558973,3.745133,4.631889,0.886756,0.552
"3530","SLC30A9","hurdle",0.00649015916488305,6.220372,6.788319,0.567947,0.552
"3509","SLC25A45","hurdle",0.0151891071529344,3.380086,4.672321,1.292235,0.552
"3210","RNPEP","hurdle",0.141206863760758,5.686534,6.256299,0.569765,0.552
"3146","RGN","hurdle",0.0659845597013312,4.562042,5.427789,0.865747,0.552
"2932","PRPSAP1","hurdle",0.120865970489445,5.646869,6.209381,0.562512,0.552
"2927","PROSC","hurdle",0.152717504327919,6.170023,6.716677,0.546654,0.552
"2865","PPARA","hurdle",0.0478730212070869,4.686063,5.493611,0.807548,0.552
"2840","POLB","hurdle",0.0492183334423696,4.157311,5.003169,0.845858,0.552
"2738","PGD","hurdle",0.00201843577486651,6.462617,7.330116,0.867499,0.552
"2342","MT1A","hurdle",7.06061325807594e-06,0.09897822,2.88861022,2.789632,0.552
"2309","MRPL18","hurdle",0.194592566957106,6.361114,6.910526,0.549412,0.552
"2270","MLKL","hurdle",0.000114315151247769,1.779107,3.258336,1.479229,0.552
"2252","MID1","hurdle",0.0138223715427862,3.460452,4.814374,1.353922,0.552
"2168","MARCH3","hurdle",0.013971001675021,3.895161,4.978362,1.083201,0.552
"2129","M6PR","hurdle",0.153481451717681,6.331249,6.844278,0.513029,0.552
"2128","LZTS2","hurdle",0.061653843856717,4.22235,5.026971,0.804621,0.552
"1953","KIAA0196","hurdle",0.0669022080361012,5.109471,5.67202,0.562549,0.552
"1948","KDM5B","hurdle",0.0980760318400799,5.835277,6.434835,0.599558,0.552
"1529","GGACT","hurdle",0.00105836964240309,1.762964,3.835703,2.072739,0.552
"1370","FBRS","hurdle",0.0458442170725969,3.911464,4.523255,0.611791,0.552
"1159","EGR1","hurdle",0.0649428294286627,8.093006,8.725361,0.632354999999999,0.552
"857","CPSF1","hurdle",0.0247099898156573,4.501775,5.335545,0.833769999999999,0.552
"779","CLIC6","hurdle",0.00542201308676752,2.621376,4.697744,2.076368,0.552
"610","CCDC88B","hurdle",0.00512625552203566,3.262557,4.198722,0.936165,0.552
"350","B4GALT2","hurdle",0.0112855451882231,3.85206,4.585146,0.733086,0.552
"281","ASCC1","hurdle",0.0725194277350073,4.661766,5.456844,0.795078,0.552
"121","AIM1","hurdle",0.00012159478995224,1.698476,3.683764,1.985288,0.552
"4500","ZNFX1","hurdle",0.0202261451787013,5.607863,6.533469,0.925606,0.551
"4452","ZNF561","hurdle",0.110189672978083,4.552129,5.273166,0.721037,0.551
"4450","ZNF557","hurdle",0.0708133730869751,4.08828,5.040613,0.952332999999999,0.551
"4311","WEE1","hurdle",0.0458932189303876,4.154281,4.848295,0.694014,0.551
"4296","WDR20","hurdle",0.00656337752695184,4.584898,5.110017,0.525119,0.551
"4007","TNFSF13B","hurdle",0.0165590530948522,3.060795,4.161159,1.100364,0.551
"3841","TEX2","hurdle",0.0385833216502953,4.647377,5.452649,0.805272,0.551
"3807","TBC1D8","hurdle",0.0929785995648299,4.774315,5.293798,0.519483,0.551
"3471","SKIV2L2","hurdle",0.0325781865169813,5.387185,6.46868,1.081495,0.551
"3359","SCYL3","hurdle",0.0252682166545407,3.548323,4.526559,0.978236,0.551
"3319","RWDD3","hurdle",0.027357809373007,3.082244,4.128673,1.046429,0.551
"3163","RHOU","hurdle",0.00489830427443435,2.697194,4.125907,1.428713,0.551
"3111","RBP7","hurdle",6.63746141989426e-05,1.028731,3.560782,2.532051,0.551
"3102","RBM27","hurdle",0.122938560056972,4.654712,5.280522,0.62581,0.551
"2854","POLR3C","hurdle",0.0196155562642393,4.49921,5.079832,0.580622,0.551
"2755","PHYH","hurdle",0.00384544570994142,5.956344,6.675846,0.719502,0.551
"2543","NSDHL","hurdle",0.0653755419422394,4.48926,5.359458,0.870198,0.551
"2508","NOMO1","hurdle",0.1288530543076,5.018197,5.748702,0.730505,0.551
"2481","NGEF","hurdle",2.77118131566413e-06,-1.275884,2.831,4.106884,0.551
"2377","MX1","hurdle",0.0349938960776614,4.479739,5.143084,0.663345,0.551
"2336","MSMO1","hurdle",0.00844581878777725,6.753122,7.764477,1.011355,0.551
"2308","MRPL16","hurdle",0.154002898846358,5.402396,5.931046,0.52865,0.551
"2237","MFSD8","hurdle",0.0482632058653,4.07226,4.873134,0.800874,0.551
"2210","MEGF6","hurdle",1.41430287295243e-08,1.65153,2.475131,0.823601,0.551
"2197","MCTS1","hurdle",0.0753429740126203,6.249563,6.778743,0.52918,0.551
"1919","KANSL1L","hurdle",0.0703707989215824,4.057154,4.66999,0.612836000000001,0.551
"1702","HIPK1","hurdle",0.136782430470525,5.543561,6.097868,0.554307,0.551
"1663","HAT1","hurdle",0.19497377273585,5.481814,6.113569,0.631755,0.551
"1656","HAAO","hurdle",0.00969486316866034,3.069895,4.460105,1.39021,0.551
"1492","GANC","hurdle",0.00986867076266704,3.368649,3.989867,0.621218,0.551
"1241","ERBB2IP","hurdle",0.0522426595631546,5.199879,5.857236,0.657357,0.551
"1197","ELMSAN1","hurdle",0.0964034690187008,4.891526,5.491996,0.600470000000001,0.551
"1014","DGKQ","hurdle",0.00555434507989546,3.080388,4.118334,1.037946,0.551
"894","CSTF2","hurdle",0.0157499980413125,3.30023,4.49384,1.19361,0.551
"758","CINP","hurdle",0.166544737334424,5.383559,5.998845,0.615286,0.551
"519","C9orf69","hurdle",0.0455805605477829,3.765028,4.810478,1.04545,0.551
"465","C1orf198","hurdle",0.037277730930133,5.274694,5.996239,0.721545,0.551
"4262","VPRBP","hurdle",0.0353841465494224,3.993579,4.933059,0.93948,0.55
"4172","UBE2G1","hurdle",0.128588104349067,5.473975,6.083352,0.609376999999999,0.55
"4033","TPCN2","hurdle",0.0167649071921751,2.804963,4.34681,1.541847,0.55
"3845","TFAM","hurdle",0.125831948505175,4.399331,5.104665,0.705334,0.55
"3618","SNRNP48","hurdle",0.0335405193236265,4.422411,5.027741,0.605329999999999,0.55
"3490","SLC1A4","hurdle",0.0988093451591222,5.000896,5.803308,0.802412,0.55
"3415","SFN","hurdle",4.86747292218384e-06,1.572473,3.50615,1.933677,0.55
"3378","SEH1L","hurdle",0.148267702994527,4.980651,5.548939,0.568288,0.55
"3030","PYROXD1","hurdle",0.105909846099601,3.988114,4.711173,0.723059,0.55
"2906","PRDM16","hurdle",0.00139099965084034,3.031941,3.640873,0.608932,0.55
"2866","PPARD","hurdle",0.0430991853412026,3.409946,4.377518,0.967572,0.55
"2802","PLEKHA1","hurdle",0.0721478735710608,6.163232,6.670756,0.507524,0.55
"2763","PIGL","hurdle",0.0204126149340901,3.077132,4.065655,0.988522999999999,0.55
"2735","PGAP3","hurdle",0.0571540632594771,3.990861,4.792647,0.801785999999999,0.55
"2697","PDE7A","hurdle",0.000772322250732931,2.738363,3.414072,0.675709,0.55
"2644","PAQR4","hurdle",0.000599377781730049,1.281778,3.795002,2.513224,0.55
"2613","OVOL1","hurdle",8.02153691551376e-06,0.121297,3.682167,3.56087,0.55
"2568","NUP98","hurdle",0.132973712566907,5.073033,5.593597,0.520564,0.55
"2562","NUP153","hurdle",0.0519995957573969,4.434474,4.996064,0.56159,0.55
"2379","MXD3","hurdle",0.00352195412543574,1.214489,3.452375,2.237886,0.55
"2366","MTR","hurdle",0.0725541819455061,4.862267,5.537803,0.675536,0.55
"2256","MINA","hurdle",0.0437493343094802,4.286913,5.316976,1.030063,0.55
"2098","LRRC8E","hurdle",4.73701404658665e-05,0.3597976,3.6801907,3.3203931,0.55
"2091","LRRC28","hurdle",0.0188770534531825,3.759663,4.790233,1.03057,0.55
"2075","LRCH4","hurdle",0.116650684548835,4.734883,5.363299,0.628416,0.55
"2011","LACTB","hurdle",0.0664385101175294,4.343832,5.141542,0.79771,0.55
"1866","INTS12","hurdle",0.083499411534557,4.639549,5.180688,0.541139,0.55
"1837","IL1RN","hurdle",9.48166866047322e-06,1.611721,3.119349,1.507628,0.55
"1791","ICAM3","hurdle",0.0126070928264069,3.293326,4.544538,1.251212,0.55
"1678","HEATR5A","hurdle",0.093467070235625,4.407906,5.039193,0.631287,0.55
"1382","FBXO46","hurdle",0.0109869573167219,2.056654,3.608546,1.551892,0.55
"1215","ENTPD6","hurdle",0.185434026714366,5.850667,6.45056,0.599893000000001,0.55
"1200","ELOVL7","hurdle",0.000914220927009998,3.215194,3.845302,0.630108,0.55
"1158","EGOT","hurdle",2.60059074877731e-05,1.23652,3.389636,2.153116,0.55
"1097","DUOX1","hurdle",0.00144329492806481,1.578072,3.664184,2.086112,0.55
"1069","DOCK8","hurdle",0.000846548232897639,1.363267,3.794926,2.431659,0.55
"482","C2orf47","hurdle",0.100732419043641,4.308563,4.942842,0.634278999999999,0.55
"441","C11orf74","hurdle",0.0629594037037814,4.151994,4.856816,0.704822,0.55
"436","C10orf2","hurdle",0.000877166508178147,1.810154,2.876859,1.066705,0.55
"422","BTBD9","hurdle",0.0600570084458501,4.27472,5.038648,0.763928,0.55
"377","BCL2L14","hurdle",6.25038114317681e-10,-3.321928,3.229817,6.551745,0.55
"360","BAP1","hurdle",0.0530641864859641,4.459228,5.002089,0.542860999999999,0.55
"4354","ZBTB34","hurdle",0.00474546184657457,2.579474,3.583786,1.004312,0.549
"3923","TMEM139","hurdle",0.00307431535405794,3.101172,4.507544,1.406372,0.549
"3664","SPOPL","hurdle",0.0650908330608666,4.002659,4.706004,0.703345,0.549
"3644","SP1","hurdle",0.116592886157602,4.545304,5.12381,0.578506,0.549
"3539","SLC35C2","hurdle",0.231880676339745,5.772418,6.37074,0.598322,0.549
"3438","SH3D19","hurdle",0.0328337944520997,4.132365,5.27366,1.141295,0.549
"3430","SGSM3","hurdle",0.11480570089777,6.153123,6.774338,0.621215,0.549
"3149","RGS19","hurdle",0.00236677000454684,2.980529,3.644869,0.66434,0.549
"3058","RAB8A","hurdle",0.0295777120196796,5.879488,6.515232,0.635744,0.549
"2903","PPRC1","hurdle",0.0408670771953672,4.27819,4.958662,0.680472,0.549
"2681","PCNXL3","hurdle",0.0459397967959634,3.959449,4.764738,0.805289,0.549
"2407","N4BP1","hurdle",0.0482346232544911,4.609083,5.192106,0.583023,0.549
"2086","LRR1","hurdle",0.00748030765789296,2.550905,4.060265,1.50936,0.549
"2084","LRP6","hurdle",0.137394052014715,5.333064,5.841695,0.508630999999999,0.549
"1970","KIN","hurdle",0.101782285242349,4.660496,5.164465,0.503969,0.549
"1954","KIAA0319L","hurdle",0.020502218935062,5.676378,6.807084,1.130706,0.549
"1941","KCTD20","hurdle",0.184298100999183,4.986334,5.569291,0.582957,0.549
"1748","HPGD","hurdle",0.0192044822725809,3.738593,4.75213,1.013537,0.549
"1522","GEMIN6","hurdle",0.0458155658241789,4.102679,4.747118,0.644439,0.549
"1443","FRMD4B","hurdle",0.0206210062172749,3.693346,4.306766,0.61342,0.549
"1354","FAM98B","hurdle",0.0455522298917776,3.453974,4.313162,0.859188,0.549
"1115","E2F3","hurdle",0.0167849428579641,3.025113,3.933241,0.908128,0.549
"1081","DPP10","hurdle",0.00027382581533958,1.061517,3.509095,2.447578,0.549
"1027","DHX58","hurdle",0.000774277153797017,2.184782,3.181415,0.996633,0.549
