"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.gamma","log2fold_change","Auc"
"1781","HSPA2","hurdle",0.00764078538032024,3.737146,4.685292,0.948145999999999,0.559
"1730","HGSNAT","hurdle",0.0322835745620254,5.918639,6.558047,0.639408,0.559
"1602","GNB4","hurdle",0.00728303398812954,3.806661,5.145471,1.33881,0.559
"1533","GATAD2B","hurdle",0.0262131223979882,4.44368,5.200436,0.756756,0.559
"1453","FLOT2","hurdle",0.0248168501988281,5.6824,6.207451,0.525050999999999,0.559
"1343","FAM199X","hurdle",0.0413425397392484,4.58579,5.305406,0.719615999999999,0.559
"1275","EVL","hurdle",0.0225774870282148,4.461114,5.350372,0.889258,0.559
"1206","EHMT1","hurdle",0.0418206463282021,4.746266,5.442335,0.696069,0.559
"1130","DOPEY1","hurdle",0.00541742651255726,3.96164,5.317605,1.355965,0.559
"1118","DNM1","hurdle",0.0386747529989152,4.705062,5.737383,1.032321,0.559
"1043","DGKB","hurdle",8.01625566686843e-05,1.919633,4.236244,2.316611,0.559
"861","COG1","hurdle",0.0601402621093959,5.079278,5.935215,0.855937,0.559
"766","CERKL","hurdle",0.0022682208919635,2.702683,3.882815,1.180132,0.559
"731","CDKN1B","hurdle",0.02732753513313,4.010447,5.065652,1.055205,0.559
"641","CCDC130","hurdle",0.0485419266549576,4.793849,5.656194,0.862345,0.559
"475","C12orf73","hurdle",0.0379708152842537,4.313103,5.086407,0.773304,0.559
"468","C11orf49","hurdle",0.0364141787563661,5.803203,6.540228,0.737025,0.559
"104","AGTPBP1","hurdle",0.00381154810417645,3.453212,4.620194,1.166982,0.559
"76","ADCK3","hurdle",0.0423263696151365,5.235634,5.947953,0.712319,0.559
"4566","ZNF471","hurdle",0.00243812712346432,2.973564,4.371951,1.398387,0.558
"4093","TRIM66","hurdle",0.000618492135782478,2.440147,4.349621,1.909474,0.558
"3843","TAF11","hurdle",0.0760152973923414,5.222777,5.759593,0.536816,0.558
"3652","SNRNP200","hurdle",0.183594343615792,6.39282,6.981541,0.588721,0.558
"3558","SLC35F3","hurdle",0.00623245012383779,4.147215,4.774351,0.627136,0.558
"3290","RNF146","hurdle",0.0608825534470173,5.110404,5.913946,0.803542,0.558
"3246","RFXAP","hurdle",0.00680057733403101,3.169242,4.703956,1.534714,0.558
"3179","RASA4","hurdle",0.0016594775387376,3.418234,4.641471,1.223237,0.558
"3168","RANBP9","hurdle",0.0290602366830407,4.523765,5.546188,1.022423,0.558
"2937","PNO1","hurdle",0.0274000431892794,4.255045,4.978071,0.723026,0.558
"2906","PLD6","hurdle",0.000343806935860493,2.011984,3.789273,1.777289,0.558
"2856","PIAS2","hurdle",0.0211183346379081,4.917816,5.446245,0.528429,0.558
"2590","NPRL2","hurdle",0.0609648175125257,5.079023,5.870642,0.791619,0.558
"2498","NCKIPSD","hurdle",0.0409959847209269,4.698979,5.67241,0.973431000000001,0.558
"2283","MCEE","hurdle",0.0189725595494671,4.555558,5.553456,0.997897999999999,0.558
"2056","KLHL41","hurdle",0.00808239502055102,5.154478,5.736843,0.582365,0.558
"1648","GPSM1","hurdle",0.0172893928560652,4.344942,5.730457,1.385515,0.558
"1514","FYTTD1","hurdle",0.106770494309133,6.178586,6.703799,0.525213,0.558
"1503","FTX","hurdle",0.00505625684920625,3.349866,4.553603,1.203737,0.558
"1499","FSIP2","hurdle",0.000119217064102838,1.995146,4.452948,2.457802,0.558
"1304","FAM122B","hurdle",0.00747160385961307,3.858346,4.874845,1.016499,0.558
"869","COQ6","hurdle",0.0312258426082133,4.444887,5.090602,0.645715,0.558
"736","CDO1","hurdle",0.0078519032899647,4.179107,5.469469,1.290362,0.558
"579","CACUL1","hurdle",0.0407504543918294,6.719828,7.22414,0.504312000000001,0.558
"516","C1RL","hurdle",0.0319088926540253,3.984114,4.745703,0.761589,0.558
"407","BET1L","hurdle",0.0597514328488136,5.556887,6.46679,0.909903,0.558
"35","ABR","hurdle",0.0257749987877826,5.419596,6.018436,0.59884,0.558
"24","ABCF2","hurdle",0.0380101490586532,5.43056,6.096435,0.665875,0.558
"4506","ZNF275","hurdle",0.0348838523351035,4.591079,5.610293,1.019214,0.557
"4479","ZNF154","hurdle",0.000252549737821943,1.959354,4.614495,2.655141,0.557
"4263","USP54","hurdle",0.0136551247325026,3.364258,5.118306,1.754048,0.557
"4214","UHMK1","hurdle",0.0568809016372877,5.574387,6.118258,0.543871,0.557
"4208","UCK2","hurdle",0.0270867890461791,4.276452,5.303528,1.027076,0.557
"4181","UBALD2","hurdle",0.0166322046559054,3.483589,4.30751,0.823921,0.557
"3979","TMEM201","hurdle",0.000866957072824994,2.114073,4.633334,2.519261,0.557
"3902","TECPR2","hurdle",0.00417266059887219,3.696448,4.351272,0.654824,0.557
"3794","SULT4A1","hurdle",0.00117909016954024,2.734168,4.137749,1.403581,0.557
"3692","SPATA7","hurdle",0.0197697754374922,4.508067,5.288156,0.780089,0.557
"3634","SMPD3","hurdle",0.00569895442963371,3.361598,4.561464,1.199866,0.557
"3623","SMCR8","hurdle",0.0119673444450308,3.092939,4.293456,1.200517,0.557
"3578","SLC4A3","hurdle",0.00349966767366849,2.886939,4.560859,1.67392,0.557
"3551","SLC2A11","hurdle",0.0363663801752776,4.457397,5.228921,0.771523999999999,0.557
"3028","PRKAB2","hurdle",0.00580440042487278,3.6498,5.126984,1.477184,0.557
"3025","PRICKLE2","hurdle",0.00319091081972744,3.566083,5.321733,1.75565,0.557
"2598","NR3C2","hurdle",0.00987613049525556,3.443358,4.676643,1.233285,0.557
"2458","N4BP2L1","hurdle",0.0226393593480304,3.952642,4.951358,0.998716,0.557
"2295","MDN1","hurdle",0.0292457762089939,4.212558,5.199779,0.987221000000001,0.557
"2247","MARCH1","hurdle",6.99550198504059e-05,1.353253,4.192351,2.839098,0.557
"2182","LY6H","hurdle",0.00202669517557638,4.203816,5.076682,0.872866,0.557
"2067","KREMEN1","hurdle",0.000233390768293199,3.476407,5.182973,1.706566,0.557
"2063","KPNA5","hurdle",0.0147408127736981,3.615468,4.81807,1.202602,0.557
"1619","GOPC","hurdle",0.110450251415717,5.713899,6.330102,0.616203000000001,0.557
"1518","GAB1","hurdle",0.00957790604284431,3.403434,4.540341,1.136907,0.557
"1498","FSD1L","hurdle",0.0186818213500173,4.146759,5.123252,0.976493,0.557
"1491","FOXRED2","hurdle",0.0310901680122218,4.579005,5.16118,0.582174999999999,0.557
"1474","FOPNL","hurdle",0.0393121448699891,5.000377,5.555383,0.555006,0.557
"622","CATSPER2","hurdle",0.00340012089825135,2.778642,3.362117,0.583475,0.557
"608","CAPSL","hurdle",3.05103093263706e-06,1.884369,3.717557,1.833188,0.557
"541","C5orf30","hurdle",0.0203498393937678,4.257808,4.80775,0.549942000000001,0.557
"15","ABCB10","hurdle",0.0257245429461559,3.888795,4.64531,0.756515,0.557
"4643","ZNF678","hurdle",0.0106448140870636,3.210335,4.141061,0.930725999999999,0.556
"4512","ZNF282","hurdle",0.0088153918087006,3.312133,4.44047,1.128337,0.556
"4401","ZBTB8A","hurdle",0.0204734038440159,3.938154,4.594858,0.656704,0.556
"4293","VPS37D","hurdle",0.00077370958710023,1.751486,3.577207,1.825721,0.556
"4207","UCHL5","hurdle",0.0488293528323057,5.23164,5.747271,0.515631,0.556
"4112","TRUB1","hurdle",0.0355231510665509,4.597803,5.365059,0.767256,0.556
"4095","TRIM8","hurdle",0.0566327051365864,4.88336,5.643055,0.759695000000001,0.556
"3890","TCHP","hurdle",0.00676731385247274,3.63404,4.879458,1.245418,0.556
"3797","SUN2","hurdle",0.116766109589609,5.496866,6.044367,0.547501,0.556
"3617","SMARCD1","hurdle",0.0592591493702884,4.517954,5.098766,0.580812000000001,0.556
"3490","SH3PXD2A","hurdle",0.0678922284202818,5.398009,6.123693,0.725684,0.556
"3114","PYGO2","hurdle",0.0217590995881433,4.601683,5.195597,0.593914,0.556
"3047","PRPF38B","hurdle",0.204308002459488,6.240001,6.76143,0.521428999999999,0.556
"3022","PREX1","hurdle",0.00230548948657162,3.038415,4.370661,1.332246,0.556
"2853","PI4K2B","hurdle",0.0145390762386643,3.393921,4.655556,1.261635,0.556
"2811","PEX19","hurdle",0.0730550365734523,5.630361,6.370649,0.740288000000001,0.556
"2659","ORC4","hurdle",0.0829731119787621,5.352882,5.999565,0.646682999999999,0.556
"2586","NPLOC4","hurdle",0.0624234280844622,5.581802,6.289406,0.707604,0.556
"2507","NDRG3","hurdle",0.0820285766658257,5.703215,6.231274,0.528059,0.556
"2452","MYSM1","hurdle",0.0480281956190414,4.281611,5.227215,0.945604,0.556
"1969","KDM5C","hurdle",0.0502954296581196,4.458612,5.155943,0.697331,0.556
"1868","IRAK1BP1","hurdle",0.00334950246002708,2.620619,3.874557,1.253938,0.556
"1497","FRYL","hurdle",0.0882899030597203,5.072043,5.713041,0.640998,0.556
"1387","FASTKD2","hurdle",0.0739185381014835,5.148165,5.690898,0.542733,0.556
"912","CRTC2","hurdle",0.0184069026339709,3.599683,4.629725,1.030042,0.556
"748","CELSR2","hurdle",0.00899909669750301,3.542614,4.584943,1.042329,0.556
"725","CDK5RAP2","hurdle",0.0201257620482464,4.091518,5.077151,0.985633,0.556
"676","CCNG2","hurdle",0.0294541640643423,4.489208,5.266566,0.777358,0.556
"660","CCDC74B","hurdle",0.00387693437103792,2.344037,3.571336,1.227299,0.556
"659","CCDC7","hurdle",0.0285097185502374,2.797242,3.782493,0.985251,0.556
"524","C22orf39","hurdle",0.125539731887625,5.257154,5.800557,0.543403000000001,0.556
"242","ARHGAP33","hurdle",0.000657772707247446,2.095273,3.519633,1.42436,0.556
"77","ADCY1","hurdle",0.00344548922347617,4.419203,4.931809,0.512606,0.556
"4525","ZNF337","hurdle",0.0100570475078632,3.530812,4.954892,1.42408,0.555
"4469","ZNF10","hurdle",0.0145737101925468,3.602816,4.578209,0.975393,0.555
"4216","UIMC1","hurdle",0.0562467988783864,4.455703,5.104681,0.648978,0.555
"4086","TRIM39","hurdle",0.00193309572465445,2.49394,4.414721,1.920781,0.555
"4030","TNRC18","hurdle",0.0187900110496731,3.012576,3.919687,0.907111,0.555
"3837","TAB3","hurdle",0.0197949069387219,3.754735,4.767839,1.013104,0.555
"3679","SOX6","hurdle",0.0623089962013087,4.845731,6.057595,1.211864,0.555
"3664","SOCS4","hurdle",0.0403912935478579,4.521965,5.335656,0.813691,0.555
"3525","SLC1A4","hurdle",0.027096105540388,4.974735,5.889849,0.915114,0.555
"3491","SH3TC1","hurdle",0.00764164586929951,3.725754,4.472213,0.746459,0.555
"3455","SERTAD2","hurdle",0.0126828512083912,3.751582,4.866605,1.115023,0.555
"3366","RXRA","hurdle",0.0673104471298683,4.4971,5.20407,0.70697,0.555
"3053","PRPS1","hurdle",0.0311223209658201,5.263699,5.913637,0.649938,0.555
"2981","PPM1B","hurdle",0.131918634670097,5.661334,6.240982,0.579648,0.555
"2967","POU2F1","hurdle",0.0444082944172805,4.125905,4.961911,0.836005999999999,0.555
"2612","NSMAF","hurdle",0.0172205018619782,4.555662,5.33363,0.777968,0.555
"2461","NAA16","hurdle",0.0318661762680011,3.954345,4.924082,0.969737,0.555
"2382","MORN2","hurdle",0.130402831955129,5.55778,6.261227,0.703447,0.555
"2066","KRBA2","hurdle",0.00051308389185886,1.88228,3.683264,1.800984,0.555
"1852","INTS3","hurdle",0.0224130214755425,4.687596,5.52119,0.833594,0.555
"1694","H2AFY2","hurdle",0.0788309839935638,5.022807,5.68079,0.657983,0.555
"1687","GUCY1B3","hurdle",0.0625092681198998,5.5295,6.093416,0.563916000000001,0.555
"1549","GDAP1L1","hurdle",0.0100675421813985,3.508829,4.60192,1.093091,0.555
"1214","EIF4E3","hurdle",0.0486918325517234,4.339333,5.132904,0.793571,0.555
"1027","DENND2A","hurdle",0.000504565259514181,2.176595,4.236644,2.060049,0.555
"896","CREB1","hurdle",0.145924903446943,5.378239,6.09939,0.721151,0.555
"732","CDKN1C","hurdle",0.0490606600246036,5.27827,6.829065,1.550795,0.555
"684","CCSAP","hurdle",0.00242164644547717,2.912789,4.128583,1.215794,0.555
"594","CAMKK1","hurdle",0.00608901545735795,3.132043,4.686815,1.554772,0.555
"543","C5orf51","hurdle",0.0569072956914026,4.674643,5.498149,0.823506,0.555
"344","ATP9B","hurdle",0.0165859107100468,3.407912,4.602457,1.194545,0.555
"309","ATF7IP2","hurdle",0.00495118605127657,3.615799,4.24841,0.632611,0.555
"166","ANKHD1","hurdle",0.035300692461732,3.690073,4.534765,0.844692,0.555
"145","AMBRA1","hurdle",0.00683655922113648,3.376133,4.718349,1.342216,0.555
"30","ABHD5","hurdle",0.0517113709717578,4.633436,5.236822,0.603386,0.555
"18","ABCC10","hurdle",0.00670591254925103,3.767086,5.116666,1.34958,0.555
"4502","ZNF25","hurdle",0.0376570906981119,4.261103,5.071823,0.81072,0.554
"4433","ZFC3H1","hurdle",0.081119052875384,4.97484,5.598288,0.623448,0.554
"4321","WDR37","hurdle",0.0559200196937734,4.461767,5.238432,0.776665,0.554
"4290","VPS26B","hurdle",0.118997161376823,5.635289,6.255845,0.620556,0.554
"4139","TTC21B","hurdle",0.00909117732079915,3.375256,4.937957,1.562701,0.554
"4127","TSPYL5","hurdle",0.0537756905535563,4.840397,5.728592,0.888195,0.554
"4021","TNFSF12","hurdle",0.0280472395091546,3.544074,4.500975,0.956901,0.554
"3998","TMEM65","hurdle",0.029240889853702,3.761834,4.710649,0.948815,0.554
"3986","TMEM25","hurdle",0.0701522509930084,5.638174,6.204416,0.566242,0.554
"3799","SUPT16H","hurdle",0.13822218785468,6.038529,6.716338,0.677809000000001,0.554
"3602","SLIT3","hurdle",7.03352576118413e-09,-1.795857,3.038235,4.834092,0.554
"3301","RNF220","hurdle",0.118515668141658,5.17656,5.803677,0.627117,0.554
"3122","R3HDM1","hurdle",0.0365842764575971,4.632716,5.513596,0.880879999999999,0.554
"3060","PRRC2A","hurdle",0.00447751545662911,5.157601,5.994663,0.837062,0.554
"3027","PRKAA2","hurdle",0.018208781482185,3.806974,4.944007,1.137033,0.554
"2997","PPP1R26","hurdle",0.0217156717497355,3.466748,4.444689,0.977941,0.554
"2974","PPFIA3","hurdle",0.0107061243610264,3.588034,4.350214,0.76218,0.554
"2955","POLK","hurdle",0.0612852669717999,5.300584,5.863243,0.562659,0.554
"2927","PLXND1","hurdle",0.00434928702296274,3.772509,4.657616,0.885107,0.554
"2596","NR2F6","hurdle",0.0799159887011389,5.363293,5.876672,0.513379,0.554
"2413","MTA1","hurdle",0.051956170622712,3.707226,4.349174,0.641948,0.554
"2254","MARK2","hurdle",0.123552129688088,5.071482,5.657561,0.586079000000001,0.554
"1979","KIAA0141","hurdle",0.0906317425726674,4.743043,5.488033,0.74499,0.554
"1955","KCTD18","hurdle",0.0151279232936245,3.573679,4.894282,1.320603,0.554
"1904","JRK","hurdle",0.00903666837733008,3.243449,4.88743,1.643981,0.554
"1684","GTPBP2","hurdle",0.0382534015339277,4.400579,4.984377,0.583798000000001,0.554
"1419","FBXO8","hurdle",0.0630297316960072,5.000228,5.721829,0.721601,0.554
"1413","FBXO42","hurdle",0.0271261364477191,4.188022,4.869076,0.681054,0.554
"1407","FBXO3","hurdle",0.0966445362576929,5.836067,6.482436,0.646369,0.554
"1284","EYA3","hurdle",0.054504683075124,4.859465,5.636351,0.776886,0.554
"1100","DNAJB14","hurdle",0.0920320964329809,5.555048,6.055139,0.500090999999999,0.554
"1048","DHRS1","hurdle",0.0613814852612758,5.020599,5.527673,0.507074,0.554
"859","COA5","hurdle",0.148951906342513,5.605752,6.326297,0.720545,0.554
"670","CCL5","hurdle",0.000387789911998656,2.025369,4.242881,2.217512,0.554
"465","C10orf76","hurdle",0.0104363995608128,3.918164,4.578737,0.660573,0.554
"444","BRSK1","hurdle",0.000534667451706925,0.1147052,2.6162065,2.5015013,0.554
"443","BRPF3","hurdle",0.0486863873101459,4.315078,5.262101,0.947023000000001,0.554
"4658","ZNF737","hurdle",0.0263227600874517,3.440669,4.285489,0.84482,0.553
"4251","USP32","hurdle",0.0555548567210763,3.877368,4.786538,0.90917,0.553
"3801","SUPT6H","hurdle",0.107324525002604,5.46911,6.133282,0.664172000000001,0.553
"3534","SLC25A14","hurdle",0.0727250709600533,4.472169,5.432075,0.959906,0.553
"3471","SFI1","hurdle",0.0251823204555136,3.726723,4.720658,0.993935,0.553
"3371","S100Z","hurdle",1.25160522706011e-05,0.0427206,3.5407926,3.498072,0.553
"3086","PTGR2","hurdle",0.0660189711034784,4.055474,4.972398,0.916924,0.553
"3066","PRRT3","hurdle",0.0364808157688152,4.158518,4.900655,0.742137,0.553
"3046","PRPF3","hurdle",0.0581710930878962,4.652171,5.247887,0.595716,0.553
"2964","POMT1","hurdle",0.0626855863427679,4.939844,5.668568,0.728724,0.553
"2840","PHF8","hurdle",0.040240904033626,4.239129,4.847345,0.608216,0.553
"2711","PARP9","hurdle",0.040569523806343,5.712569,6.246394,0.533824999999999,0.553
"2530","NEURL1B","hurdle",0.000149472466995411,1.548293,3.368645,1.820352,0.553
"2269","MBD6","hurdle",0.0586352450535728,4.308808,5.106546,0.797738,0.553
"2225","MAP4K2","hurdle",0.0225243980597978,3.327884,4.345552,1.017668,0.553
"1966","KDM4B","hurdle",0.0531757231138951,3.96852,4.543664,0.575144,0.553
"1954","KCTD16","hurdle",4.93936895177531e-05,1.658071,3.563532,1.905461,0.553
"1837","ING5","hurdle",0.0218443806004186,3.494381,4.208541,0.71416,0.553
"1802","IFT122","hurdle",0.0075765980738408,3.74564,4.325617,0.579977,0.553
"1715","HEATR6","hurdle",0.00594061088637281,3.445393,5.169226,1.723833,0.553
"1683","GTPBP10","hurdle",0.0146678430518918,4.2692,5.554993,1.285793,0.553
"1663","GRIK5","hurdle",0.00151670008852806,1.73602,3.491081,1.755061,0.553
"1632","GPR119","hurdle",0.0012682278511234,3.200275,4.883057,1.682782,0.553
"1400","FBXL3","hurdle",0.0796604110983477,4.854575,5.97318,1.118605,0.553
"1382","FANCC","hurdle",0.00613883831349311,2.601463,4.100218,1.498755,0.553
"1283","EXOSC9","hurdle",0.00715467232899056,4.18596,4.700576,0.514616,0.553
"1261","ERLIN1","hurdle",0.0607021318605349,4.925841,5.477541,0.5517,0.553
"1075","DLG4","hurdle",0.00179014094254433,1.957926,3.283169,1.325243,0.553
"1046","DGKQ","hurdle",0.0117113425885016,3.047869,4.209364,1.161495,0.553
"891","CPSF7","hurdle",0.0853720148970287,4.976143,5.619164,0.643020999999999,0.553
"870","COQ9","hurdle",0.0718121236674021,5.765757,6.405997,0.64024,0.553
"740","CEACAM19","hurdle",0.0096695175498681,3.183909,4.499576,1.315667,0.553
"657","CCDC57","hurdle",0.0703934557677399,4.847684,5.509072,0.661388,0.553
"490","C16orf72","hurdle",0.122378233525534,4.936785,5.591665,0.654879999999999,0.553
"427","BMPR2","hurdle",0.110161269853295,5.715265,6.249137,0.533872000000001,0.553
"361","B3GALT6","hurdle",0.064362402168035,4.307482,5.153692,0.84621,0.553
"280","ARSK","hurdle",0.00919295041207215,3.614849,4.279081,0.664232,0.553
"184","ANKRD39","hurdle",0.147517746243572,4.952515,5.468836,0.516321,0.553
"180","ANKRD30B","hurdle",1.70700903517474e-07,-1.403778,4.32981,5.733588,0.553
"4611","ZNF587","hurdle",0.0458969988620335,3.65857,4.536574,0.878004,0.552
"4422","ZDHHC14","hurdle",0.0617413477492555,4.337427,5.094341,0.756914,0.552
"4291","VPS36","hurdle",0.193471175181342,5.593326,6.341745,0.748419,0.552
"4189","UBE4A","hurdle",0.042612740644873,5.966965,6.513573,0.546608,0.552
"4113","TSC1","hurdle",0.116146399548168,5.213653,5.814096,0.600443,0.552
"4101","TRMT5","hurdle",0.0594025373889622,3.696877,4.581281,0.884404,0.552
"3908","TERF2","hurdle",0.0324010484546234,4.002837,4.595322,0.592485,0.552
"3889","TCF4","hurdle",0.0379230096983987,5.146418,5.726223,0.579805,0.552
"3873","TBCK","hurdle",0.0788533939651955,4.638269,5.445846,0.807577,0.552
"3776","STRBP","hurdle",0.0582445109435109,4.484848,5.047231,0.562383,0.552
"3600","SLCO5A1","hurdle",0.00141693467197134,2.505792,4.028081,1.522289,0.552
"3570","SLC41A3","hurdle",0.0293769518822974,5.650268,6.155324,0.505056000000001,0.552
"3526","SLC22A15","hurdle",0.00910898527388102,3.032635,4.46915,1.436515,0.552
"3497","SHISA7","hurdle",8.12260328052912e-07,-0.5148232,3.9307416,4.4455648,0.552
"3192","RBL1","hurdle",0.000174901418368581,1.733706,3.996676,2.26297,0.552
"2459","N4BP3","hurdle",0.000241404974677754,1.387419,3.943361,2.555942,0.552
"2299","MED12","hurdle",0.00294376348729368,4.061969,5.457071,1.395102,0.552
"2291","MCTP2","hurdle",0.0408413336940875,3.903302,4.637393,0.734091,0.552
"2251","MARCH8","hurdle",0.0966184486415385,4.85566,5.469277,0.613617,0.552
"2246","MAPT","hurdle",0.00312813234727783,2.890775,4.281776,1.391001,0.552
"2243","MAPKBP1","hurdle",0.00482205351488818,2.9251,3.772501,0.847401,0.552
"2170","LRRTM2","hurdle",2.62736547754398e-06,-0.7267105,4.3695596,5.0962701,0.552
"2160","LRRC49","hurdle",0.00536070032143771,3.57066,4.431798,0.861138,0.552
"1839","INIP","hurdle",0.0803073039692152,4.269923,4.80941,0.539486999999999,0.552
"1784","HTR1F","hurdle",0.0110577555717717,3.294269,4.337507,1.043238,0.552
"1578","GLIPR2","hurdle",0.0237322329760659,4.050098,4.898944,0.848846,0.552
"1443","FIZ1","hurdle",0.00423751194016329,2.812569,4.038764,1.226195,0.552
"1306","FAM131A","hurdle",0.0455057332835851,4.368402,4.987689,0.619287,0.552
"1301","FAM120AOS","hurdle",0.10792970502322,5.498163,6.27109,0.772927,0.552
"1255","EPS15L1","hurdle",0.0574582178575764,3.918421,5.051393,1.132972,0.552
"1209","EIF1AD","hurdle",0.00274568421799788,4.352318,5.47503,1.122712,0.552
"1168","DYRK1A","hurdle",0.0300711364282646,4.776852,5.987186,1.210334,0.552
"1076","DLG5","hurdle",0.0694167539157967,4.467212,5.161654,0.694442,0.552
"1045","DGKE","hurdle",0.0584945380849805,3.933592,4.791255,0.857663,0.552
"852","CNTN3","hurdle",0.00127431965787703,2.416701,4.292188,1.875487,0.552
